開始,終了,タイプ,放送局,配信サイト,時間
2022-10-07,2022-12-30,放送,TOKYO MX,,金曜 23:00 - 23:30内のうちの6分程度。時間不定。
2022-10-07,2022-12-30,放送,BS日テレ,,金曜 23:00 - 23:06
2022-10-09,2023-01-08,放送,AT-X,,日曜 23:40 - 23:46
2022-10-11,,放送,秋田朝日放送,,火曜 2:20 - 2:25（月曜深夜）
2022-10-14,2023-02-03,放送,新潟テレビ21,,金曜 2:45 - 2:50（木曜深夜）[注 30]
2022-10-24,2023-02-13,放送,北陸朝日放送,,月曜 2:00 - 2:05（日曜深夜）[注 32]
2022-10-07,2022-12-30,配信,,YouTube,金曜 23:00 -
2022-10-07,2022-12-30,配信,,YouTube,金曜 23:30 -
2023-01-03,,放送,TOKYO MX,,火曜 9:40頃
2022-01-03,,配信,,YouTube,火曜 9:40頃
2023-01-03,,配信,,YouTube,火曜 10:00 -
