開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-03,2020-12-26,放送,TOKYO MX,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,とちぎテレビ,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,群馬テレビ,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,BS11,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-04,2020-12-27,放送,中京テレビ,,日曜 1:59 - 2:29（土曜深夜）,2020年10月4日 - 12月27日
2020-10-05,2020-12-28,放送,AT-X,,月曜 23:30 - 火曜 0:00,2020年10月5日 - 12月28日
2020-10-07,2020-12-30,放送,千葉テレビ,,水曜 1:00 - 1:30（火曜深夜）,2020年10月7日 - 12月30日
2020-10-07,2021-01-10,放送,毎日放送,,水曜 3:00 - 3:30（火曜深夜）,2020年10月7日 - 2021年1月10日[注釈 10]
2020-10-03,,配信,,ABEMA,土曜 23:30 - 日曜 0:00,2020年10月3日
2020-10-06,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,ニコニコチャンネル,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,GYAO!,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,U-NEXT,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,アニメ放題,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,バンダイチャンネル,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,Hulu,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,J:COMメガパック,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,TELASA,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,FOD,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,ひかりTV,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,ビデオマーケット,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,DMM.com,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,music.jp,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,TVer,火曜 12:00 更新,2020年10月6日
2020-10-06,,配信,,MBS動画イズム,火曜 12:00 更新,2020年10月6日
2020-10-07,,配信,,ニコニコ生放送,水曜 0:30 - 1:00（火曜深夜）,2020年10月7日
2020-10-08,,配信,,ABEMA,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,ニコニコチャンネル,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,GYAO!,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,U-NEXT,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,アニメ放題,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,バンダイチャンネル,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,Hulu,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,J:COMメガパック,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,TELASA,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,FOD,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,ひかりTV,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,Amazonプライム・ビデオ,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,ビデオマーケット,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,DMM.com,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,music.jp,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,TVer,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,MBS動画イズム,木曜 12:00 更新,2020年10月8日
2020-10-08,,配信,,ニコニコ生放送,木曜 23:30 - 金曜 0:00,2020年10月8日
