開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-04-06,2020-06-22,放送,AT-X,,月曜 22:00 - 22:30,2020年4月6日 - 6月22日
2020-04-06,2020-06-22,放送,TOKYO MX,,月曜 22:30 - 23:00,2020年4月6日 - 6月22日
2020-04-06,2020-06-22,放送,BS11,,月曜 23:00 - 23:30,2020年4月6日 - 6月22日
2020-04-08,2020-06-24,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2020年4月8日 - 6月24日
2020-04-09,2020-06-25,放送,大分朝日放送,,木曜 1:20 - 1:50（水曜深夜）,2020年4月9日 - 6月25日
2020-04-09,2020-06-25,放送,とちぎテレビ,,木曜 23:00 - 23:30,2020年4月9日 - 6月25日
2020-04-10,2020-06-26,放送,東日本放送,,金曜 1:26 - 1:56（木曜深夜）,2020年4月10日 - 6月26日
2020-04-11,2020-06-27,放送,九州朝日放送,,土曜 2:18 - 2:45（金曜深夜）,2020年4月11日 - 6月27日
2020-04-15,2020-07-01,放送,北海道テレビ,,水曜 1:20 - 1:50（火曜深夜）,2020年4月15日 - 7月1日
2020-04-18,2020-07-04,放送,RSK山陽放送,,土曜 1:55 - 2:25（金曜深夜）,2020年4月18日 - 7月4日
2020-04-22,2020-07-08,放送,静岡放送,,水曜 2:24 - 2:54（火曜深夜）,2020年4月22日 - 7月8日
2020-04-06,,配信,,dアニメストア,月曜 22:30 更新,2020年4月6日
2020-04-13,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,TELASA,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,auスマートパスプレミアム,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,ABEMA,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,U-NEXT,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,ひかりTV,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,Hulu,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,バンダイチャンネル,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,FOD,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,ニコニコ生放送,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,ニコニコチャンネル,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,MBS動画イズム,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,TVer,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,GYAO!,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,あにてれ,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
2020-04-13,,配信,,クランクイン！ビデオ,月曜 0:00（日曜深夜）以降 更新,2020年4月13日以降
