開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-01-07,2021-03-25,放送,AT-X,,木曜 23:30 - 金曜 0:00,2021年1月7日 - 3月25日
2021-01-08,2021-03-26,放送,TOKYO MX,,金曜 0:00 - 0:30（木曜深夜）,2021年1月8日 - 3月26日
2021-01-09,2021-03-27,放送,BSフジ,,土曜 0:30 - 1:00（金曜深夜）,2021年1月9日 - 3月27日
2021-01-09,2021-03-27,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）,2021年1月9日 - 3月27日
2021-01-10,2021-03-28,放送,テレビ愛知,,日曜 1:50 - 2:20（土曜深夜）,2021年1月10日 - 3月28日
2021-01-26,2021-04-13,放送,長崎文化放送,,火曜 1:18 - 1:48（月曜深夜）,2021年1月26日 - 4月13日
2021-01-08,,配信,,Amazon Prime Video,金曜 0:00（月曜深夜） 更新,2021年1月8日
2021-01-08,,配信,,dTV,金曜 0:30（月曜深夜） 更新,2021年1月8日
2021-01-10,,配信,,あにてれ,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,MBS動画イズム,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,GYAO!ストア,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,DMM.com,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,ニコニコチャンネル,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,ひかりTV,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,ビデオマーケット,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,music.jp,日曜 12:00 更新,2021年1月10日
2021-01-10,,配信,,Rakuten TV,日曜 12:00 更新,2021年1月10日
