開始,終了,タイプ,放送局,配信サイト,時間
2023-01-07,2023-03-25,放送,テレビ東京（製作参加）ほか系列全6局,,土曜 23:00 - 23:30
2023-01-09,2023-03-27,放送,AT-X,,月曜 22:00 - 22:30
2023-02-06,2023-04-24,放送,テレビ和歌山,,月曜 17:00 - 17:30
2023-01-07,,配信,,ABEMAプレミアム（ABEMAビデオ）,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,Amazon Prime Video,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,DMM TV,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,FOD,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,Hulu,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,Paravi,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,U-NEXT,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,アニメ放題,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,バンダイチャンネル,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,GYAO!,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,TVer,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,ネットもテレ東,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,Google Play,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,GYAO!ストア,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,music.jp,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,Rakuten TV,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,ニコニコチャンネル,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,ビデオマーケット,土曜 23:45 配信（第1話）土曜 23:30 更新（第2話以降）
2023-01-07,,配信,,ABEMA,土曜 23:45 - 日曜 0:15（第1話）土曜 23:30 - 日曜 0:00（第2話以降）
2023-01-08,,配信,,ニコニコ生放送,日曜 0:00 - 0:30（土曜深夜、第1話）土曜 23:30 - 日曜 0:00（第2話以降）
2023-01-08,,配信,,ビデックスJP,日曜 10:00 更新
2023-01-08,,配信,,HAPPY!動画,日曜 12:00 更新
2023-01-10,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜） 更新
2023-01-10,,配信,,milplus,火曜 0:00（月曜深夜） 更新
2023-01-10,,配信,,TELASA,火曜 0:00（月曜深夜） 更新
2023-01-10,,配信,,auスマートパスプレミアム,火曜 0:00（月曜深夜） 更新
