開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-07-04,2021-10-03,放送,テレビ朝日系列全24局,,日曜 1:30 - 2:00（土曜深夜）,2021年7月4日 - 10月3日
2021-07-04,2021-10-03,放送,テレ朝チャンネル1,,日曜 22:30 - 23:00,2021年7月4日 - 10月3日
2021-07-05,,配信,,dアニメストア,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,U-NEXT,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,Amazon Prime Video,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,GYAO!ストア,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,TSUTAYA TV,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,DMM.com,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,ニコニコチャンネル,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,ひかりTV,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,HAPPY!動画,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,バンダイチャンネル,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,ビデオマーケット,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,music.jp,月曜 12:00 更新,2021年7月5日
2021-07-05,,配信,,Rakuten TV,月曜 12:00 更新,2021年7月5日
2021-07-08,,配信,,ABEMA,木曜 12:00 更新,2021年7月8日
2021-07-08,,配信,,アニメ放題,木曜 12:00 更新,2021年7月8日
2021-07-08,,配信,,Hulu,木曜 12:00 更新,2021年7月8日
2021-07-10,,配信,,ニコニコ生放送,土曜 21:30 - 22:00,2021年7月10日
2021-07-11,,配信,,GYAO!,日曜 1:00 - 1:30（土曜深夜）,2021年7月11日
