開始,終了,タイプ,放送局,配信サイト,時間
2021-07-13,2021-09-28,放送,TOKYO MX,,火曜 0:00 - 0:30（月曜深夜）
2021-07-13,2021-09-28,放送,BS11,,火曜 0:00 - 0:30（月曜深夜）
2021-07-13,2021-09-28,放送,AT-X,,火曜 23:30 - 水曜 0:00
2021-07-16,2021-10-01,放送,関西テレビ,,金曜 2:55 - 3:25（木曜深夜）
2021-07-13,,配信,,バンダイチャンネル,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Netflix,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,U-NEXT,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,アニメ放題,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,dアニメストア,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Amazon Prime Video,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ひかりTV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,FOD,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Hulu,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,dTV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,GYAO!ストア,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Rakuten TV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,DMM.com,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,Google Play,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ビデオマーケット,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,music.jp,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,HAPPY!動画,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,TSUTAYA TV,火曜 0:30（月曜深夜） 更新
2021-07-13,,配信,,ABEMA,火曜 0:30（月曜深夜） 更新
2021-07-14,,配信,,TELASA,水曜 0:00（火曜深夜） 更新
2021-07-14,,配信,,auスマートパスプレミアム,水曜 0:00（火曜深夜） 更新
2021-07-14,,配信,,J:COMオンデマンド,水曜 0:00（火曜深夜） 更新
2021-07-14,,配信,,milplus,水曜 0:00（火曜深夜） 更新
2021-07-16,,配信,,GYAO!,金曜 0:30（木曜深夜） 更新

