開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-10,2021-12-26,放送,TOKYO MX,,日曜 1:00 - 1:30（土曜深夜）,2021年10月10日 - 12月26日
2021-10-10,2021-12-26,放送,BS11,,日曜 1:00 - 1:30（土曜深夜）,2021年10月10日 - 12月26日
2021-10-12,2021-12-28,放送,とちぎテレビ,,火曜 23:00 - 23:30,2021年10月12日 - 12月28日
2021-10-15,2021-12-30,放送,北海道テレビ,,金曜 1:50 - 2:20（木曜深夜）,2021年10月15日 - 12月30日
2021-10-16,2022-01-08,放送,アニマックス,,土曜 22:30 - 23:00,2021年10月16日 - 2022年1月8日
2021-10-17,2022-01-09,放送,テレビユー福島,,日曜 1:28 - 1:58（土曜深夜）,2021年10月17日 - 2022年1月9日
2021-10-10,,配信,,ABEMA,日曜 1:00 - 1:30（土曜深夜）,2021年10月10日
2021-10-15,,配信,,dアニメストア,金曜 1:30（木曜深夜） 更新,2021年10月15日
2021-10-17,,配信,,Amazon Prime Video,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,バンダイチャンネル,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,dTV,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,FOD,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,GYAO!,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,Hulu,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,Netflix,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ニコニコチャンネル,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,U-NEXT,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,アニメ放題,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ビデオマーケット,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,クランクイン！ビデオ,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,アニメカ,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,AnimeFesta,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,DMM.com,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ひかりTV,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,HAPPY!動画,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,milplus,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ムービーフルPlus,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,music.jp,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,Rakuten TV,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,auスマートパスプレミアム,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,TELASA,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,TSUTAYA TV,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,YouTube,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ふらっと動画,日曜 0:00（土曜深夜） 更新,2021年10月17日
2021-10-17,,配信,,ニコニコ生放送,日曜 1:00 - 1:30（土曜深夜）,2021年10月17日
