開始,終了,タイプ,放送局,配信サイト,時間,期間
2016-04-04,2016-09-19,放送,テレビ東京,,月曜 1:05 - 1:35（日曜深夜）,2016年4月4日 - 9月19日
2016-04-06,2016-09-21,放送,テレビ大阪,,水曜 1:35 - 2:05（火曜深夜）,2016年4月6日 - 9月21日
2016-04-08,2016-09-23,放送,テレビ愛知,,金曜 2:05 - 2:35（木曜深夜）,2016年4月8日 - 9月23日
2016-04-08,2016-09-23,放送,AT-X,,金曜 22:00 - 22:30,2016年4月8日 - 9月23日
2016-04-09,,配信,,ニコニコ生放送,土曜 22:30 - 23:00,2016年4月9日
2016-04-09,,配信,,ニコニコチャンネル,土曜 23:00 更新,2016年4月9日
2016-04-16,,配信,,dアニメストア,土曜 配信,2016年4月16日
2016-04-16,,配信,,GYAO!,土曜 配信,2016年4月16日
2016-04-16,,配信,,GYAO!ストア,土曜 配信,2016年4月16日
2016-04-16,,配信,,楽天ショウタイム,土曜 配信,2016年4月16日
2016-04-16,,配信,,DMM.com,土曜 配信,2016年4月16日
2016-04-16,,配信,,バンダイチャンネル,土曜 配信,2016年4月16日
2016-04-16,,配信,,U-NEXT,土曜 配信,2016年4月16日
2016-04-16,,配信,,ひかりTV,土曜 配信,2016年4月16日
2016-04-16,,配信,,J:COMオンデマンド,土曜 配信,2016年4月16日
2016-04-16,,配信,,ビデオパス,土曜 配信,2016年4月16日
2016-04-16,,配信,,アニメ放題,土曜 配信,2016年4月16日
2016-04-16,,配信,,ビデオマーケット,土曜 配信,2016年4月16日
2016-04-16,,配信,,HAPPY!動画,土曜 配信,2016年4月16日
2016-04-16,,配信,,ムービーフルPlus,土曜 配信,2016年4月16日
2016-04-20,,配信,,PlayStation Store,水曜 配信,2016年4月20日
2020-01-01,2020-04-01,放送,AT-X,,水曜 22:30 - 23:30,2020年1月1日 - 4月1日
2020-01-01,2020-04-01,放送,TOKYO MX,,水曜 23:30 - 木曜 0:30,2020年1月1日 - 4月1日
2020-01-02,2020-04-02,放送,BS11,,木曜 1:00 - 2:00（水曜深夜）,2020年1月2日 - 4月2日
2020-01-03,2020-04-03,放送,サンテレビ,,金曜 1:30 - 2:30（木曜深夜）,2020年1月3日 - 4月3日
2020-01-03,2020-04-03,放送,テレビ北海道,,金曜 2:00 - 3:00（木曜深夜）,2020年1月3日 - 4月3日
2020-01-04,2020-04-04,放送,KBS京都,,土曜 1:00 - 2:00（金曜深夜）,2020年1月4日 - 4月4日
2020-01-06,2020-04-04,放送,TVQ九州放送,,土曜 2:58 - 3:58（金曜深夜）,2020年1月6日 - 4月4日
2020-01-10,2020-04-03,放送,東日本放送,,金曜 1:56 - 2:56（木曜深夜）,2020年1月10日 - 4月3日
2020-01-10,2020-04-03,放送,テレビ愛知,,金曜 2:05 - 3:05（木曜深夜）,2020年1月10日 - 4月3日
2020-07-08,2020-09-30,放送,AT-X,,水曜 22:30 - 23:00,2020年7月8日 - 9月30日
2020-07-08,2020-09-30,放送,TOKYO MX,,水曜 23:30 - 木曜 0:00,2020年7月8日 - 9月30日
2020-07-09,2020-10-01,放送,BS11,,木曜 1:00 - 1:30（水曜深夜）,2020年7月9日 - 10月1日
2020-07-10,2020-10-02,放送,サンテレビ,,金曜 1:00 - 1:30（木曜深夜）,2020年7月10日 - 10月2日
2020-07-10,2020-10-02,放送,東日本放送,,金曜 1:31 - 2:01（木曜深夜）,2020年7月10日 - 10月2日
2020-07-10,2020-10-02,放送,テレビ北海道,,金曜 2:00 - 2:30（木曜深夜）,2020年7月10日 - 10月2日
2020-07-10,2020-10-02,放送,テレビ愛知,,金曜 2:05 - 2:35（木曜深夜）,2020年7月10日 - 10月2日
2020-07-11,2020-10-03,放送,KBS京都,,土曜 1:00 - 1:30（金曜深夜）,2020年7月11日 - 10月3日
2020-07-11,2020-10-03,放送,TVQ九州放送,,土曜 2:58 - 3:28（金曜深夜）,2020年7月11日 - 10月3日
