開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-03,2021-12-19,放送,TOKYO MX,,日曜 22:00 - 22:30,2021年10月3日 - 12月19日
2021-10-03,2021-12-19,放送,サンテレビ,,日曜 23:30 - 月曜 0:00,2021年10月3日 - 12月19日
2021-10-06,2021-12-22,放送,BSフジ,,水曜 0:00 - 0:30（火曜深夜）,2021年10月6日 - 12月22日
2021-11-20,,放送,ホームドラマチャンネル,,土曜 2:00 - 3:00（金曜深夜）,2021年11月20日 -
2021-10-03,,配信,,FOD,日曜 22:00 更新,2021年10月3日
2021-10-08,,配信,,Amazon Prime Video,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,バンダイチャンネル,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,ビデオマーケット,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,music.jp,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,DMM.com,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,TSUTAYA TV,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,HAPPY!動画,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,ムービーフル,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,GYAO!,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,ニコニコチャンネル,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,ひかりTV,金曜 22:00 更新,2021年10月8日
2021-10-08,,配信,,dTV,金曜 22:00 更新,2021年10月8日
2021-10-09,,配信,,TELASA,土曜 0:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,J:COMオンデマンド,土曜 0:00（金曜深夜） 更新,2021年10月9日
2021-10-09,,配信,,みるプラス,土曜 0:00（金曜深夜） 更新,2021年10月9日
