開始,終了,タイプ,放送局,配信サイト,時間
2021-04-03,2022-03-26,放送,テレビ神奈川,,土曜 7:25 - 7:30
2021-04-03,2022-03-26,放送,チバテレ,,土曜 8:40 - 8:45
2021-04-03,2022-03-26,放送,テレビ埼玉,,土曜 12:00 - 12:05
2021-04-03,2022-03-26,放送,KBS京都,,土曜 17:50 - 17:55
2021-04-03,2022-03-26,放送,群馬テレビ,,土曜 17:55 - 18:00
2021-04-03,2022-03-26,放送,BS11,,土曜 18:55 - 19:00
2021-04-05,,放送,三重テレビ,,月曜 17:35 - 17:40
2021-04-08,,放送,AT-X,,木曜 22:17 - 22:23
2021-04-09,,放送,岐阜放送,,金曜 21:54 - 21:58
2021-04-10,2022-04-16,放送,仙台放送,,土曜 5:25 - 5:30
2021-04-12,,放送,北海道テレビ,,月曜 1:15 - 1:20（日曜深夜）
2021-04-17,2022-05-01,放送,静岡放送,,日曜 5:10 - 5:15[51]
2021-04-03,,配信,,Amazonプライム・ビデオ,土曜 12:00 更新
2021-04-03,,配信,,dアニメストア,土曜 12:00 更新
2021-04-03,,配信,,FOD,土曜 12:00 更新
2021-04-03,,配信,,Hulu,土曜 12:00 更新
2021-04-03,,配信,,Rakuten TV,土曜 12:00 更新
2021-04-03,,配信,,U-NEXT,土曜 12:00 更新
2021-04-03,,配信,,クランクイン！ビデオ,土曜 12:00 更新
2021-04-03,,配信,,ニコニコチャンネル,土曜 12:00 更新
2021-04-03,,配信,,バンダイチャンネル,土曜 12:00 更新
2021-04-03,,配信,,ビデオマーケット,土曜 12:00 更新
2021-04-03,,配信,,プレイリーキッズ,土曜 12:00 更新
2021-04-12,,配信,,ふらっと動画,月曜 12:00 更新
2021-04-17,,配信,,ABEMA,土曜 12:00 更新
2021-04-17,,配信,,GYAO!,土曜 12:00 更新
2021-04-18,,配信,,ABEMAアニメ,日曜 3:00 - 3:08(土曜深夜)
