開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-03,2021-06-19,放送,テレビ東京,,土曜 1:23 - 1:53（金曜深夜）,2021年4月3日 - 6月19日
2021-04-03,2021-06-19,放送,テレビ愛知,,土曜 2:05 - 2:35（金曜深夜）,2021年4月3日 - 6月19日
2021-04-03,2021-06-19,放送,テレビ大阪,,土曜 2:10 - 2:40（金曜深夜）,2021年4月3日 - 6月19日
2021-04-04,2021-06-20,放送,AT-X,,日曜 22:30 - 23:00,2021年4月4日 - 6月20日
2021-04-23,,放送,長崎文化放送,,金曜 1:18 - 1:48（木曜深夜）,2021年4月23日 -
2021-04-03,,配信,,Paravi,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,Hulu,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,ビデオマーケット,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,music.jp,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,DMM.com,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,GYAO!ストア,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,HAPPY!動画,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,Rakuten TV,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,J:COMオンデマンド,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,TELASA,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,みるプラス,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,ニコニコチャンネル,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,ひかりTV,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,Google Play,土曜 12:00 更新,2021年4月3日
2021-04-03,,配信,,Amazon Prime Video,土曜 12:00 更新,2021年4月3日
2021-04-06,,配信,,バンダイチャンネル,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ムービーフルplus,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,dTV,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,U-NEXT,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,dアニメストア,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,Netflix,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,TSUTAYA TV,火曜 19:00 更新,2021年4月6日
2021-04-15,,配信,,ふらっと動画,木曜 12:00 更新,2021年4月15日
