開始,終了,タイプ,放送局,配信サイト,時間
2020-01-13,2020-03-30,放送,TOKYO MX,,月曜 23:00 - 23:30
2020-01-14,2020-03-31,放送,BS11,,火曜 1:00 - 1:30（月曜深夜）
2020-01-14,2020-03-31,放送,J:COMテレビ,,火曜 23:30 - 水曜 0:00
2020-01-13,2020-03-30,配信,,dアニメストア,月曜 23:00 更新
2020-01-13,2020-03-30,配信,,dTV,月曜 23:00 更新
2020-01-20,2020-04-06,配信,,J:COMオンデマンド,月曜更新
2020-01-20,2020-04-06,配信,,ビデオパス,月曜更新
2020-01-20,2020-04-06,配信,,ニコニコチャンネル,月曜更新
2020-01-20,2020-04-06,配信,,AbemaTV,月曜更新
2020-01-20,2020-04-06,配信,,FOD,月曜更新
2020-01-20,2020-04-06,配信,,バンダイチャンネル,月曜更新
2020-01-20,2020-04-06,配信,,アニメ放題,月曜更新
2020-01-20,2020-04-06,配信,,U-NEXT,月曜更新
2020-01-20,2020-04-06,配信,,あにてれ,月曜更新
2020-01-20,2020-04-06,配信,,ひかりTV,月曜更新
2020-01-20,2020-04-06,配信,,Rakuten TV,月曜更新
2020-01-20,2020-04-06,配信,,DMM.com,月曜更新
2020-01-20,2020-04-06,配信,,ビデオマーケット,月曜更新
2020-01-20,2020-04-06,配信,,HAPPY!動画,月曜更新
2020-01-20,2020-04-06,配信,,ムービーフルplus,月曜更新
2020-01-20,2020-04-06,配信,,クランクイン!ビデオ,月曜更新
