開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-10-06,2020-03-29,放送,朝日放送テレビ,,日曜 1:10 - 1:15（土曜深夜）,2019年10月6日 - 2020年3月29日
2019-10-09,2020-04-01,放送,TOKYO MX,,水曜 1:00 - 1:05（火曜深夜）,2019年10月9日 - 2020年4月1日
2020-03-31,,放送,北陸放送,,火曜18:55 -19:00→金曜18:55 - 19:00,2020年3月31日 -
2019-10-06,2020-03-29,配信,,TVer,日曜 1:15 更新,2019年10月6日 - 2020年3月29日
2019-10-06,2020-03-29,配信,,GYAO!,日曜 1:15 更新,2019年10月6日 - 2020年3月29日
2020-05-21,,配信,,dアニメストア,-,2020年5月21日 -
2020-05-21,,配信,,U-NEXT,-,2020年5月21日 -
2020-05-21,,配信,,Amazonプライムビデオ,-,2020年5月21日 -
2020-07-01,2020-12-31,放送,TOKYO MX,,月-金 17:59 - 18:00,2020年7月1日 - 12月31日
2020-09-02,,配信,,YouTube,不定期,2020年9月2日 -
