開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-07-12,2020-09-27,放送,TOKYO MX,,日曜 23:00 - 23:30,2020年7月12日 - 9月27日
2020-07-12,2020-09-27,放送,KBS京都,,日曜 23:00 - 23:30,2020年7月12日 - 9月27日
2020-07-12,2020-09-27,放送,サンテレビ,,日曜 23:30 - 月曜 0:00,2020年7月12日 - 9月27日
2020-07-15,2020-09-30,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）,2020年7月15日 - 9月30日
2020-07-16,2020-10-01,放送,AT-X,,木曜 23:00 - 23:30,2020年7月16日 - 10月1日
2020-07-04,,配信,,dアニメストア,土曜 19:30 更新（第1話）火曜 12:00 更新（第2話以降）,2020年7月4日
2020-07-14,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,GYAO!ストア,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,J:COMオンデマンド,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,TSUTAYA TV,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,TELASA,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,DMM.com,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,ひかりTV,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,HAPPY動画,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,バンダイチャンネル,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,ビデオマーケット,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,milplus,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,ムービーフル,火曜 12:00 更新,2020年7月14日
2020-07-14,,配信,,Rakuten TV,火曜 12:00 更新,2020年7月14日
2020-07-17,,配信,,ニコニコチャンネル,金曜 12:00 更新,2020年7月17日
2020-07-17,,配信,,AbemaTV,金曜 12:00 更新,2020年7月17日
2020-07-17,,配信,,Netflix,金曜 12:00 更新,2020年7月17日
2020-07-17,,配信,,バンダイチャンネル,金曜 12:00 更新,2020年7月17日
2020-07-17,,配信,,U-NEXT,金曜 12:00 更新,2020年7月17日
2020-07-17,,配信,,ニコニコ生放送,金曜 23:00 - 23:30,2020年7月17日
