開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-04-05,2022-06-21,放送,AT-X,,火曜 22:30 - 23:00,2022年4月5日 - 6月21日
2022-04-06,2022-06-22,放送,TOKYO MX,,水曜 0:30 - 1:00（火曜深夜）,2022年4月6日 - 6月22日
2022-04-06,2022-06-22,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）,2022年4月6日 - 6月22日
2022-04-06,2022-06-22,放送,毎日放送,,水曜 3:00 - 3:30（火曜深夜）,2022年4月6日 - 6月22日
2022-04-05,,配信,,ABEMA[30],火曜 23:30 - 水曜 0:00,2022年4月5日
2022-04-08,,配信,,dアニメストア,金曜 23:30 更新,2022年4月8日
2022-04-12,,配信,,ニコニコチャンネル[31],火曜 23:30 更新,2022年4月12日
2022-04-12,,配信,,GYAO!,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,ひかりTV,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,FOD,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,バンダイチャンネル,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,Hulu,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,TELASA,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,J:COMオンデマンド,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,milplus,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,U-NEXT,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,アニメ放題,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,Netflix,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,Amazon Prime Video,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,MBS動画イズム,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,TVer,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,Rakuten TV,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,DMM.com,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,music.jp,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,ビデオマーケット,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-12,,配信,,HAPPY!動画,火曜 23:30 以降順次更新,2022年4月12日以降順次
2022-04-13,,配信,,ニコニコ生放送[31],水曜 0:00 - 0:30（火曜深夜）,2022年4月13日
