開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-11,2021-12-27,放送,AT-X,,月曜 23:00 - 23:30,2021年10月11日 - 12月27日
2021-10-12,2021-12-28,放送,TOKYO MX,,火曜 0:00 - 0:30（月曜深夜）,2021年10月12日 - 12月28日
2021-10-12,2021-12-28,放送,BS11,,火曜 0:00 - 0:30（月曜深夜）,2021年10月12日 - 12月28日
2021-10-12,2021-12-28,放送,読売テレビ,,火曜 1:59 - 2:29（月曜深夜）,2021年10月12日 - 12月28日
2021-10-12,,配信,,dアニメストア,火曜 0:00（月曜深夜） 更新,2021年10月12日
2021-10-15,,配信,,ABEMAビデオ（ABEMAプレミアム会員限定）,金曜  0:00（木曜深夜） 更新,2021年10月15日
2021-10-15,,配信,,ABEMA,金曜 1:30 - 2:00（木曜深夜）,2021年10月15日
2021-10-19,,配信,,ニコニコチャンネル,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,GYAO!,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,ひかりTV,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,FOD,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,バンダイチャンネル,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,Hulu,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,TELASA,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,みるプラス見放題プレミアム,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,アニメ放題,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,Amazon Prime Video,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,アニメカ,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,U-NEXT,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,TVer,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,ytv MyDo!,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,Rakuten TV,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,DMM.com,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,music.jp,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,ビデオマーケット,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,HAPPY!動画,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,クランクイン！ビデオ,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,ムービーフルplus,火曜 0:00（月曜深夜） 更新,2021年10月19日以降
2021-10-19,,配信,,ニコニコ生放送[13],火曜 0:30 - 1:00（月曜深夜）,2021年10月19日
