開始,終了,タイプ,放送局,配信サイト,時間
2022-04-02,2022-06-18,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2022-04-02,2022-06-18,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2022-04-02,2022-06-18,放送,AT-X,,土曜 21:00 - 21:30
2022-04-02,,配信,,ABEMA,土曜 0:30 - 1:00（金曜深夜）
2022-04-07,,配信,,dアニメストア,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,Netflix,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,Amazon Prime Video,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,U-NEXT,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,アニメ放題,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,GYAO!,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,FOD,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,TELASA,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,J:COMオンデマンド,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,auスマートパスプレミアム,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,milplus,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,ひかりTV,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,Google Play,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,ニコニコチャンネル,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,ビデオマーケット,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,music.jp,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,DMM.com,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,GYAO!ストア,木曜 0:00（水曜深夜） 更新
2022-04-07,,配信,,ニコニコ生放送[39],木曜 0:00 - 0:30（水曜深夜）
2022-04-07,,配信,,マンガUP!,木曜 12:00 以降順次更新
2022-04-07,,配信,,ふらっと動画,木曜 12:00 以降順次更新
2022-04-07,,配信,,HAPPY!動画,木曜 12:00 以降順次更新
2022-04-07,,配信,,ムービーフルPlus,木曜 12:00 以降順次更新
