開始,終了,タイプ,放送局,配信サイト,時間
2022-4-2,2023-3-25,放送,テレビ東京系列全6局,,,
2022-11-4,,放送,テレビ和歌山 （WTV）,,,
2022-04-02,,配信,,Rakuten TV,土曜 10:30 更新
2022-04-02,,配信,,ビデオマーケット,土曜 10:30 更新
2022-04-02,,配信,,music.jp,土曜 10:30 更新
2022-04-02,,配信,,GYAO!ストア,土曜 10:30 更新
2022-04-02,,配信,,DMM.com,土曜 10:30 更新
2022-04-02,,配信,,ニコニコチャンネル,土曜 10:30 更新
2022-04-02,,配信,,Google Play,土曜 10:30 更新
2022-04-02,,配信,,ひかりTV,土曜 10:30 更新
2022-04-02,,配信,,Amazonプライムビデオ,土曜 10:30 更新
2022-04-02,,配信,,dアニメストア,土曜 10:30 更新
2022-04-02,,配信,,バンダイチャンネル,土曜 10:30 更新
2022-04-02,,配信,,U-NEXT,土曜 10:30 更新
2022-04-02,,配信,,アニメ放題,土曜 10:30 更新
2022-04-02,,配信,,TVer,土曜 10:30 更新
2022-04-02,,配信,,ネットもテレ東,土曜 10:30 更新
2022-04-02,,配信,,YouTube（テレビ東京公式 あにてれちゃんねる）,土曜 10:30 更新
2022-04-04,,配信,,アニメタイムズチャンネル,月曜 10:00 更新
2022-04-04,,配信,,HAPPY!動画,月曜 12:00 更新
2022-04-04,,配信,,MOVIEFULL+,月曜 12:00 更新
2022-04-06,,配信,,J:COMオンデマンド,水曜 00:00 更新
2022-04-06,,配信,,みるプラス,水曜 00:00 更新
2022-04-06,,配信,,TELASA,水曜 00:00 更新
2022-04-06,,配信,,auスマートパスプレミアム,水曜 00:00 更新
