開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-01-06,2021-03-24,放送,TOKYO MX,,水曜 23:00 - 23:30,2021年1月6日 - 3月24日
2021-01-10,2021-03-28,放送,BS11,,日曜 23:30 - 月曜 0:00,2021年1月10日 - 3月28日
2021-01-22,,放送,南海放送,,金曜 1:59 - 2:29（木曜深夜）,2021年1月22日 -
2021-01-06,,配信,,ニコニコ生放送,水曜 23:30 - 木曜 0:00,2021年1月6日
2021-01-06,,配信,,ABEMA,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,Amazonプライム・ビデオ,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,dアニメストア,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,FOD,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,U-NEXT,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,アニメ放題,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,あにてれ,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,バンダイチャンネル,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,ひかりTV,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,ニコニコチャンネル,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,DMM.com,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,Google Play,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,GYAO!ストア,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,music.jp,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,Rakuten TV,水曜 23:30 更新,2021年1月6日
2021-01-06,,配信,,ビデオマーケット,水曜 23:30 更新,2021年1月6日
2021-01-07,,配信,,ムービーフルPlus,木曜 0:00（水曜深夜） 更新,2021年1月7日
2021-01-07,,配信,,VIDEX,木曜 10:00 更新,2021年1月7日
2021-01-07,,配信,,HAPPY!動画,木曜 12:00 更新（第1話）金曜 12:00 更新（第2話以降）,2021年1月7日
2021-01-07,,配信,,ゲオTV,木曜 12:00 更新,2021年1月7日
2021-01-07,,配信,,TSUTAYA TV,木曜 19:00 更新,2021年1月7日
2021-01-09,,配信,,J:COMオンデマンド,土曜 0:00（金曜深夜） 更新,2021年1月9日
2021-01-09,,配信,,milplus,土曜 0:00（金曜深夜） 更新,2021年1月9日
2021-01-09,,配信,,TELASA,土曜 0:00（金曜深夜） 更新,2021年1月9日
