開始,終了,タイプ,放送局,配信サイト,時間
2006-04-05,2006-09-27,放送,関西テレビ,,水曜 2:00 - 2:30（火曜深夜）
2006-04-06,2006-09-28,放送,チバテレビ,,木曜 1:30 - 2:00（水曜深夜）
2006-04-06,2006-09-28,放送,テレビ埼玉,,木曜 2:00 - 2:30（水曜深夜）
2006-04-09,2006-10-01,放送,テレビ神奈川,,日曜 1:00 - 1:30（土曜深夜）
2006-05-05,2006-10-27,放送,東海テレビ,,金曜 3:27 - 3:57（木曜深夜）
2006-05-27,2006-11-18,放送,AT-X,,土曜 13:30 - 14:00
2006-05-15,,配信,,バンダイチャンネル,月曜 更新
2006-05-15,,配信,,アニメイトTV,月曜 更新
2007-07-06,2007-09-14,放送,東海テレビ,,金曜 3:27 - 3:57（木曜深夜）
2007-07-07,2007-12-22,放送,KBS京都,,土曜 2:30 - 3:00（金曜深夜）
2007-07-10,2007-10-02,放送,テレビ埼玉,,火曜 1:30 - 2:00（月曜深夜）
2007-07-10,2007-12-18,放送,チバテレビ,,火曜 2:10 - 2:40（月曜深夜）
2007-07-10,2007-12-18,放送,サンテレビ,,火曜 2:10 - 2:40（月曜深夜）
2007-07-11,2007-12-19,放送,AT-X,,水曜 9:30 - 10:00
2007-07-15,2007-12-23,放送,テレビ神奈川,,日曜 1:30 - 2:00（土曜深夜）
2007-08-01,,配信,,アニメイトTV,水曜 更新
2007-08-01,,配信,,バンダイチャンネル,水曜 更新
