開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-01-06,2020-03-23,放送,TOKYO MX,,月曜 0:30 - 1:00（日曜深夜）,2020年1月6日 - 3月23日
2020-01-06,2020-03-23,放送,BS11,,月曜 0:30 - 1:00（日曜深夜）,2020年1月6日 - 3月23日
2020-01-06,2020-03-23,放送,サンテレビ,,月曜 0:30 - 1:00（日曜深夜）,2020年1月6日 - 3月23日
2020-01-06,2020-03-23,放送,KBS京都,,月曜 0:45 - 1:15（日曜深夜）,2020年1月6日 - 3月23日
2020-01-06,2020-03-23,放送,AT-X,,月曜 22:00 - 22:30,2020年1月6日 - 3月23日
2020-01-08,2020-03-25,放送,テレビ愛知,,水曜 1:35 - 2:05（火曜深夜）,2020年1月8日 - 3月25日
2020-01-06,,配信,,ひかりTV,月曜 0:00 更新,2020年1月6日
2020-01-09,,配信,,dTVチャンネル,木曜 23:30 - 金曜 0:00,2020年1月9日
2020-01-13,,配信,,ニコニコ生放送,月曜 0:00 - 0:30,2020年1月13日
2020-01-13,,配信,,AbemaTV,月曜 0:00 - 0:30,2020年1月13日
2020-01-13,,配信,,ニコニコチャンネル,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,dアニメストア,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,Netflix,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,GYAO!,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,FOD,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,バンダイチャンネル,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,Hulu,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,J:COMオンデマンド,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,ビデオパス,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,アニメ放題,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,U-NEXT,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,Amazonビデオ,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,Rakuten TV,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,DMM.com,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,ビデオマーケット,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,HAPPY!動画,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,クランクイン!ビデオ,月曜 0:00 更新,2020年1月13日
2020-01-13,,配信,,ムービーフルPlus,月曜 0:00 更新,2020年1月13日
