開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-03,2020-12-26,放送,TOKYO MX,,土曜 0:00 - 0:30（金曜深夜）,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,とちぎテレビ,,土曜 0:00 - 0:30（金曜深夜）,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,群馬テレビ,,土曜 0:00 - 0:30（金曜深夜）,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,BS11,,土曜 0:00 - 0:30（金曜深夜）,2020年10月3日 - 12月26日
2020-10-04,2020-12-27,放送,テレビ愛知,,日曜 1:20 - 1:50（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,毎日放送,,日曜 2:08 - 2:38（土曜深夜）,2020年10月4日 - 12月27日
2020-10-17,2020-01-16,放送,アニマックス,,土曜 23:00 - 23:30,2020年10月17日 - 1月16日
2020-12-22,,放送,九州朝日放送,,火曜 1:20 - 1:50（月曜深夜）,2020年12月22日 -
2020-10-03,,配信,,ABEMA,土曜 0:00 - 0:30（金曜深夜）,2020年10月3日
2020-10-05,,配信,,dアニメストア,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,U-NEXT,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,アニメ放題,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,Amazonプライム・ビデオ,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,GYAO!,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,バンダイチャンネル,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,Hulu,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,TELASA,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,J:COMオンデマンド,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,ビデオマーケット,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,DMM.com,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,music.jp,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,ひかりTV,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,FOD,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,ニコニコチャンネル,月曜 12:00 更新,2020年10月5日
2020-10-05,,配信,,ニコニコ生放送,月曜 23:30 - 火曜 0:00,2020年10月5日
