開始,終了,タイプ,放送局,配信サイト,時間,期間
2023-04-04,,放送,TOKYO MX,,火曜 1:05 - 1:35（月曜深夜）,2023年4月4日 -
2023-04-04,,放送,BS日テレ,,火曜 23:30 - 水曜 0:00,2023年4月4日 -
2023-04-05,,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2023年4月5日 -
2023-04-05,,放送,AT-X,,水曜 21:00 - 21:30,2023年4月5日 -
2023-04-07,,放送,とちぎテレビ,,金曜 23:00 - 23:30,2023年4月7日 -
2023-04-08,,放送,テレビせとうち,,土曜 1:29 - 1:59（金曜深夜）,2023年4月8日 -
2023-04-20,,放送,静岡放送,,木曜 1:55 - 2:25（水曜深夜）,2023年4月20日 -
2023-04-21,,放送,長崎文化放送,,金曜 1:18 - 1:48（木曜深夜）,2023年4月21日 -
2023-04-03,,配信,,dアニメストア,月曜 21:00 更新,2023年4月3日
2023-04-03,,配信,,DMM TV,月曜 21:00 更新,2023年4月3日
2023-04-10,,配信,,Amazon Prime Video,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,J:COMオンデマンドメガパック,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,milplus見放題パックプライム,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,TELASA,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,auスマートパスプレミアム,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,ABEMA,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,U-NEXT,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,アニメ放題,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,Hulu,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,バンダイチャンネル,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,FOD,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,ニコニコチャンネル,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,HAPPY!動画,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,ムービーフルPlus,月曜 21:00 更新,2023年4月10日
2023-04-10,,配信,,クランクイン！ビデオ,月曜 21:00 更新,2023年4月10日
