開始,終了,タイプ,放送局,配信サイト,時間,期間
2015-10-06,2016-03-29,放送,テレビ東京,,火曜 1:35 - 2:05（月曜深夜）,2015年10月6日 - 2016年3月29日
2015-10-06,2016-03-29,放送,テレビ大阪,,火曜 1:35 - 2:05（月曜深夜）,2015年10月6日 - 2016年3月29日
2015-10-06,2016-03-29,放送,テレビ愛知,,火曜 3:05 - 3:35（月曜深夜）,2015年10月6日 - 2016年3月29日
2015-10-07,2016-03-30,放送,AT-X,,水曜 0:30 - 1:00（火曜深夜）,2015年10月7日 - 2016年3月30日
2015-10-11,2016-04-03,放送,BSジャパン,,日曜 0:00 - 0:30（土曜深夜）,2015年10月11日 - 2016年4月3日
2015-10-07,,配信,,dTV,水曜 12:00 更新,2015年10月7日
2015-10-07,,配信,,あにてれしあたー,水曜 12:00 更新,2015年10月7日
2015-10-07,,配信,,楽天ショウタイム,水曜 12:00 更新,2015年10月7日
2015-10-07,,配信,,ビデオマーケット,水曜 12:00 更新,2015年10月7日
2015-10-12,,配信,,U-NEXT,月曜 12:00 更新,2015年10月12日
2015-10-12,,配信,,アニメ放題,月曜 12:00 更新,2015年10月12日
2015-10-12,,配信,,dアニメストア,月曜 12:00 更新,2015年10月12日
2015-10-12,,配信,,バンダイチャンネル,月曜 12:00 更新,2015年10月12日
2015-10-13,,配信,,GYAO!,火曜 0:00（月曜深夜） 更新,2015年10月13日
2015-10-13,,配信,,ニコニコ生放送,火曜 0:00 - 0:30（月曜深夜）,2015年10月13日
2015-10-14,,配信,,GYAO!ストア,水曜 12:00 更新,2015年10月14日
2017-10-03,2018-03-27,放送,テレビ東京,,火曜 1:35 - 2:05（月曜深夜）,2017年10月3日 - 2018年3月27日
2017-10-03,2018-03-27,放送,テレビ愛知,,火曜 1:35 - 2:05（月曜深夜）,2017年10月3日 - 2018年3月27日
2017-10-04,2018-03-28,放送,テレビ北海道,,水曜 1:00 - 1:30（火曜深夜）,2017年10月4日 - 2018年3月28日
2017-10-04,2018-03-28,放送,テレビ大阪,,水曜 2:05 - 2:35（火曜深夜）,2017年10月4日 - 2018年3月28日
2017-10-04,2018-03-28,放送,AT-X,,水曜 22:30 - 23:00,2017年10月4日 - 2018年3月28日
2017-10-08,2018-04-01,放送,BSジャパン,,日曜 0:30 - 1:00（土曜深夜）,2017年10月8日 - 2018年4月1日
2017-10-03,,配信,,Rakuten TV,火曜 12:00 更新,2017年10月3日
2017-10-03,,配信,,ビデオマーケット,火曜 12:00 更新,2017年10月3日
2017-10-03,,配信,,GYAO!ストア,火曜 12:00 更新,2017年10月3日
2017-10-03,,配信,,あにてれ,火曜 12:00 更新,2017年10月3日
2017-10-03,,配信,,dTV,火曜 12:00 更新,2017年10月3日
2017-10-08,,配信,,プレミアムGYAO!,日曜 0:00（土曜深夜） 更新,2017年10月8日
2017-10-08,,配信,,バンダイチャンネル,日曜 0:00（土曜深夜） 更新,2017年10月8日
2017-10-08,,配信,,ニコニコチャンネル,日曜 0:00（土曜深夜） 更新,2017年10月8日
2017-10-08,,配信,,ビデオパス,日曜 0:00（土曜深夜） 更新,2017年10月8日
2017-10-08,,配信,,J:COMオンデマンド メガパック,日曜 0:00（土曜深夜） 更新,2017年10月8日
2017-10-08,,配信,,ニコニコ生放送,日曜 0:00 - 0:30（土曜深夜）,2017年10月8日
2017-10-08,,配信,,dアニメストア,日曜 12:00 更新,2017年10月8日
2017-10-08,,配信,,U-NEXT,日曜 12:00 更新,2017年10月8日
2017-10-08,,配信,,アニメ放題,日曜 12:00 更新,2017年10月8日
2017-10-08,,配信,,アニメイトチャンネル,日曜 12:00 更新,2017年10月8日
2020-10-13,2021-03-23,放送,テレビ東京,,火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,2020年10月13日 - 2021年3月23日2021年3月30日[注 44]
2020-10-13,2021-03-23,放送,テレビ愛知,,火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,2020年10月13日 - 2021年3月23日2021年3月30日[注 44]
2020-10-13,2021-03-23,放送,テレビ大阪,,火曜 1:30 - 2:00（月曜深夜）火曜 1:35 - 2:05（月曜深夜）,2020年10月13日 - 2021年3月23日2021年3月30日[注 44]
2020-10-15,2021-04-01,放送,AT-X,,木曜 21:00 - 21:30,2020年10月15日 - 2021年4月1日
2020-10-16,2021-04-02,放送,テレビ北海道,,金曜 1:30 - 2:00（木曜深夜）,2020年10月16日 - 2021年4月2日
2020-10-28,2021-04-28,放送,テレビ熊本,,水曜 2:35 - 3:05（火曜深夜）,2020年10月28日 - 2021年4月28日
2020-11-01,2021-05-02,放送,福島中央テレビ,,日曜 2:10 - 2:40（土曜深夜）,2020年11月1日 - 2021年5月2日
2020-11-06,2021-04-30,放送,テレビ和歌山,,金曜 0:35 - 1:05（木曜深夜）,2020年11月6日 - 2021年4月30日
2020-11-14,2021-05-22,放送,アニマックス,,土曜 22:30 - 23:00,2020年11月14日 - 2021年5月22日
2020-11-22,2021-05-30,放送,テレビ高知,,日曜 1:28 - 1:58（土曜深夜）,2020年11月22日 - 2021年5月30日
