開始,終了,タイプ,放送局,配信サイト,時間
2021-10-03,2021-12-26,放送,TOKYO MX,,日曜 8:00 - 8:30
2021-10-03,2021-12-26,放送,とちぎテレビ,,日曜 8:30 - 9:00
2021-10-03,2021-12-26,放送,千葉テレビ,,日曜 8:30 - 9:00
2021-10-03,2021-12-26,放送,群馬テレビ,,日曜 10:30 - 11:00
2021-10-03,2021-12-26,放送,テレビ神奈川,,日曜 11:00 - 11:30
2021-10-03,2021-12-26,放送,サンテレビ,,日曜 17:00 - 17:30
2021-10-03,2021-12-26,放送,テレビ埼玉,,日曜 18:30 - 19:00
2021-10-05,2021-12-28,放送,KBS京都,,火曜 19:27 - 19:55
2021-10-04,,配信,,dTV,月曜 12:00 更新
2021-10-04,,配信,,アニメタイムズ,月曜 12:00 更新
2021-10-09,,配信,,Hulu,土曜 10:00 更新
2021-10-09,,配信,,FOD,土曜 10:00 更新
2021-10-09,,配信,,dアニメストア,土曜 10:00 更新
2021-10-09,,配信,,U-NEXT,土曜 10:00 更新
2021-10-09,,配信,,アニメ放題,土曜 10:00 更新
2021-10-09,,配信,,ABEMA,土曜 10:00 更新
2021-10-09,,配信,,TELASA,土曜 10:00 更新
2021-10-09,,配信,,J:COM オンデマンド,土曜 10:00 更新
2021-10-09,,配信,,auスマートパスプレミアム,土曜 10:00 更新
2021-10-09,,配信,,milplus,土曜 10:00 更新
2021-10-09,,配信,,バンダイチャンネル,土曜 10:00 更新
2021-10-09,,配信,,Rakuten TV,土曜 10:00 更新
2021-10-09,,配信,,GYAO!ストア,土曜 10:00 更新
2021-10-09,,配信,,DMM.com,土曜 10:00 更新
2021-10-09,,配信,,music.jp,土曜 10:00 更新
2021-10-09,,配信,,ビデオマーケット,土曜 10:00 更新
2021-10-09,,配信,,ニコニコチャンネル,土曜 10:00 更新
2021-10-09,,配信,,クランクイン!ビデオ,土曜 10:00 更新
2021-10-09,,配信,,HAPPY!動画,土曜 10:00 更新
2021-10-09,,配信,,ひかりTV,土曜 10:00 更新
2023-04-08,,放送,BSフジ,,土曜 7:58 - 8:27
2023-04-08,,放送,群馬テレビ,,土曜 8:00 - 8:30
2023-04-09,,放送,TOKYO MX,,日曜 8:00 - 8:30
2023-04-13,,放送,AT-X,,木曜 23:30 - 金曜 0:00
2023-04-09,,配信,,アニメタイムズ,日曜 8:30 更新
2023-04-09,,配信,,Lemino,日曜 8:30 更新
2023-04-09,,配信,,dTV,日曜 8:30 更新
2023-04-09,,配信,,DMM TV,日曜 8:30 更新
2023-04-14,,配信,,Hulu,金曜 12:00 更新
2023-04-14,,配信,,FOD,金曜 12:00 更新
2023-04-14,,配信,,dアニメストア,金曜 12:00 更新
2023-04-14,,配信,,U-NEXT,金曜 12:00 更新
2023-04-14,,配信,,アニメ放題,金曜 12:00 更新
2023-04-14,,配信,,ABEMA,金曜 12:00 更新
2023-04-14,,配信,,J:COM オンデマンド,金曜 12:00 更新
2023-04-14,,配信,,milplus,金曜 12:00 更新
2023-04-14,,配信,,バンダイチャンネル,金曜 12:00 更新
2023-04-14,,配信,,Amazon Prime Video,金曜 12:00 更新
2023-04-14,,配信,,Paravi,金曜 12:00 更新
2023-04-14,,配信,,ニコニコチャンネル,金曜 12:00 更新
2023-04-14,,配信,,HAPPY!動画,金曜 12:00 更新
2023-04-14,,配信,,MOVIE FULL PLUS,金曜 12:00 更新
2023-04-14,,配信,,MOVIE FULL,金曜 12:00 更新
2023-04-14,,配信,,OnGenムービー,金曜 12:00 更新
2023-04-14,,配信,,ラブキャLOVE,金曜 12:00 更新
2022-04-04,2022-06-25,放送,NHK前橋放送局,,4月4日 - 7日：毎日 18:10 - 18:314月16日 - 6月25日：土曜 11:42 - 11:54
