開始,終了,タイプ,放送局,配信サイト,時間
2022-01-14,,放送,TOKYO MX,,毎週金曜 24:00〜
2022-01-14,,放送,とちぎテレビ,,毎週金曜 24:00〜
2022-01-14,,放送,群馬テレビ,,毎週金曜 24:00〜
2022-01-14,,放送,BS11,,毎週金曜 24:00〜
2022-01-15,,放送,MBS,,毎週土曜 26:38〜
2022-01-18,,放送,RCC,,毎週火曜 25:27〜
2022-01-19,,放送,CBCテレビ,,毎週水曜 26:35〜
2022-01-20,,放送,北海道放送,,毎週木曜 25:58〜
2022-01-20,,放送,RKB毎日放送,,毎週木曜 27:00〜
2022-01-22,,放送,アニマックス,,毎週土曜 22:30〜
2022-01-14,,配信,,Amazon プライム・ビデオ,24:30〜
2022-01-18,,配信,,ｄアニメストア,12:00〜
2022-01-18,,配信,,ｄアニメストア for Prime Video,12:00〜
2022-01-18,,配信,,GYAO!,12:00〜
2022-01-18,,配信,,バンダイチャンネル,12:00〜
2022-01-18,,配信,,Hulu,12:00〜
2022-01-18,,配信,,Video Market,12:00〜
2022-01-18,,配信,,music.jp,12:00〜
2022-01-18,,配信,,ひかりTV,12:00〜
2022-01-18,,配信,,FOD,12:00〜
2022-01-18,,配信,,U-NEXT,12:00〜
2022-01-18,,配信,,アニメ放題,12:00〜
2022-01-18,,配信,,ABEMAビデオ,12:00〜
2022-01-18,,配信,,ABEMA（リニア配信),23:30〜
2022-01-18,,配信,,ニコニコチャンネル,12:00〜
2022-01-18,,配信,,Netflix,12:00〜
2022-01-18,,配信,,J:COMオンデマンド,12:00〜
2022-01-18,,配信,,TELASA,12:00〜
2022-01-18,,配信,,みるプラス,12:00〜
2022-01-18,,配信,,ニコニコ生放送,23:00〜
