開始,終了,タイプ,放送局,配信サイト,時間
2020-04-05,2020-06-21,放送,TOKYO MX,,日曜 1:30 - 2:00（土曜深夜）
2020-04-05,2020-06-21,放送,BS11,,日曜 1:30 - 2:00（土曜深夜）
2020-04-05,2020-06-21,放送,毎日放送,,日曜 3:08 - 3:38（土曜深夜）
2020-04-06,2020-06-22,放送,AT-X,,月曜 0:00 - 0:30（日曜深夜）
2020-04-07,2020-06-23,放送,J:COMテレビ,,火曜 2:00 - 2:30（土曜深夜）
2020-04-05,,配信,,Netflix,日曜 0:00（土曜深夜） 更新
2020-04-05,,配信,,dアニメストア,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,Amazon Prime Video,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,milplus,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,TELASA,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,auスマートパスプレミアム,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,ABEMA,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,U-NEXT,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,アニメ放題,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,FOD,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,TVer,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,MBS動画イズム,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,GYAO!,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,ひかりTV,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,バンダイチャンネル,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,ニコニコ生放送,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,ニコニコチャンネル,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,TSUTAYA TV,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,ビデオマーケット,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,DMM.com,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,Rakuten TV,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,Google Play,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,クランクイン！ビデオ,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,HAPPY!動画,日曜 0:00（土曜深夜） 更新
2020-04-12,,配信,,Paravi,日曜 0:00（土曜深夜） 更新
2021-07-03,2021-09-18,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
2021-07-04,2021-09-19,放送,AT-X,,日曜 23:30 - 月曜 0:00
2021-07-09,2021-09-24,放送,BS朝日,,金曜 23:30 - 土曜 0:00
2021-07-03,,配信,,Netflix,土曜 2:00（金曜深夜） 更新
2021-07-03,,配信,,dアニメストア,土曜 2:00（金曜深夜） 更新
2021-07-07,,配信,,Amazon Prime Video,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,ABEMA,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,U-NEXT,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,アニメ放題,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,J:COMオンデマンド,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,milplus,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,TELASA,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,MBS動画イズム,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,TVer,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,GYAO!,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,FOD,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,ひかりTV,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,バンダイチャンネル,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,Hulu,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,ニコニコ生放送,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,ニコニコチャンネル,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,ビデオマーケット,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,DMM.com,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,Rakuten TV,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,Google Play,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,YouTube,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,クランクイン！ビデオ,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,HAPPY!動画,水曜 2:00（火曜深夜） 以降順次更新
2021-07-07,,配信,,TSUTAYA TV,水曜 2:00（火曜深夜） 以降順次更新
