開始,終了,タイプ,放送局,配信サイト,時間
2022-01-08,2022-06-25,放送,毎日放送,,土曜 1:55 - 2:25（金曜深夜）
2022-01-08,2022-06-25,放送,TBSテレビ,,土曜 1:55 - 2:25（金曜深夜）
2022-01-08,2022-06-25,放送,BS-TBS,,土曜 2:30 - 3:00（金曜深夜）
2022-01-11,2022-06-28,放送,AT-X,,火曜 21:00 - 21:30
2022-01-08,,配信,,バンダイチャンネル,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,MBS動画イズム,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,TELASA,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,Amazon Prime Video,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,ABEMA,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,dアニメストア,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,アニメフェスタ,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,ひかりTV,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,U-NEXT,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,アニメ放題,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,FOD,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,ニコニコチャンネル,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,Rakuten TV,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,Video Market,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,GYAO!ストア,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,DMM.com,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,TVer,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,GYAO!,土曜 2:55（金曜深夜） 更新
2022-01-08,,配信,,Hulu,土曜 12:00 更新
2022-01-08,,配信,,ニコニコ生放送,土曜 23:00 - 23:30
