開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-07-05,2019-12-13,放送,TOKYO MX,,金曜 22:00 - 22:30,2019年7月5日 - 12月13日
2019-07-05,2019-12-13,放送,KBS京都,,金曜 22:30 - 23:00,2019年7月5日 - 12月13日
2019-07-05,2019-12-13,放送,サンテレビ,,金曜 23:30 - 土曜 0:00,2019年7月5日 - 12月13日
2019-07-05,2019-12-13,放送,BS11,,金曜 23:30 - 土曜 0:00,2019年7月5日 - 12月13日
2019-07-09,2019-12-17,放送,TVQ九州放送,,火曜 2:00 - 2:30（月曜深夜）,2019年7月9日 - 12月17日
2019-07-09,2019-12-17,放送,テレビ愛知,,火曜 2:05 - 2:35（月曜深夜）,2019年7月9日 - 12月17日
2019-07-09,2019-12-17,放送,東北放送,,火曜 2:10 - 2:40（月曜深夜）,2019年7月9日 - 12月17日
2019-07-10,2019-12-18,放送,テレビ北海道,,水曜 2:35 - 3:05（火曜深夜）,2019年7月10日 - 12月18日
2019-10-03,2020-03-12,放送,テレビ神奈川,,木曜 1:00 - 1:30（水曜深夜）,2019年10月3日 - 2020年3月12日
2019-12-12,2020-01-21,放送,アニマックス,,月曜 - 金曜 22:00 - 22:30,2019年12月12日 - 2020年1月21日
2019-07-06,,配信,,dアニメストア,土曜 0:00（金曜深夜） 更新,2019年7月6日
2019-07-08,,配信,,Amazon Prime Video,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,FOD,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,Google Play,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,YouTube,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,GYAO!ストア,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,HAPPY!動画,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,milplus,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,Netflix,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,niconico,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,PlayStation Video,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,Rakuten TV,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,TSUTAYA TV,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ビデックスJP,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,アクトビラ,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ゲオTV,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,バンダイチャンネル,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ひかりTV,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ビデオパス,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ビデオマーケット,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-08,,配信,,ムービーフルPlus,月曜 0:00（日曜深夜） 更新,2019年7月8日
2019-07-11,,配信,,AbemaTV,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,dTV,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,GYAO!,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,Hulu,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,J:COMオンデマンド,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,ニコニコ生放送,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,あにてれ,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,アニメ放題,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,U-NEXT,木曜 0:00（水曜深夜） 更新,2019年7月11日
2019-07-11,,配信,,ふらっと動画,木曜 0:00（水曜深夜） 更新,2019年7月11日
2021-01-14,2021-03-25,放送,TOKYO MX,,木曜 22:30 - 23:00,2021年1月14日 - 3月25日
2021-01-14,2021-03-25,放送,KBS京都,,木曜 22:30 - 23:00,2021年1月14日 - 3月25日
2021-01-15,2021-03-26,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）,2021年1月15日 - 3月26日
2021-01-15,2021-03-26,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）,2021年1月15日 - 3月26日
2021-01-15,2021-03-26,放送,テレビ愛知,,金曜 2:35 - 3:05（木曜深夜）,2021年1月15日 - 3月26日
2021-01-14,,配信,,ABEMA,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,Amazon Prime Video,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,dTV,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,dアニメストア,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,FOD,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,GYAO!,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,Hulu,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,J:COMオンデマンド,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,milplus,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,Netflix,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,niconico,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,TELASA,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,U-NEXT,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,アニメ放題,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,バンダイチャンネル,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ひかりTV,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ふらっと動画,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,DMM.com,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,Google Play,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,GYAO!ストア,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,HAPPY!動画,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,music.jp,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,Rakuten TV,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,TSUTAYA TV,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ビデックスJP,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,あにてれ,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ゲオTV,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ビデオマーケット,木曜 23:00 以降順次,2021年1月14日以降順次
2021-01-14,,配信,,ムービーフルPlus,木曜 23:00 以降順次,2021年1月14日以降順次
2022-07-10,,放送,TOKYO MX,,日曜 19:00 - 20:00,2022年7月10日
2022-07-10,,放送,BS11,,日曜 19:00 - 20:00,2022年7月10日
2022-07-11,,放送,KBS京都,,月曜 19:00 - 20:00,2022年7月11日
2022-07-13,,放送,サンテレビ,,水曜 1:30 - 2:30（火曜深夜）,2022年7月13日
2022-08-07,,放送,アニマックス,,日曜 20:00 - 21:00,2022年8月7日
2022-07-10,,配信,,ABEMAビデオ（ABEMAプレミアム）,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Amazon Prime Video,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Disney+,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,dTV,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,FOD,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Hulu,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,J:COMオンデマンド,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,milplus,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Netflix,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,TELASA,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,auスマートパスプレミアム,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,U-NEXT,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,アニメ放題,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ひかりTV,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Google Play,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,GYAO!ストア,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,HAPPY!動画,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,music.jp,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,Rakuten TV,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ビデックスJP,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ニコニコチャンネル,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,バンダイチャンネル,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ビデオマーケット,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ムービーフルPlus,日曜 20:00 更新,2022年7月10日
2022-07-10,,配信,,ABEMA,日曜 20:00 - 21:00,2022年7月10日
2023-04-06,2023-06-15,放送,TOKYO MX,,木曜 22:30 - 23:00,2023年4月6日 - 6月15日
2023-04-06,2023-06-15,放送,KBS京都,,木曜 22:30 - 23:00,2023年4月6日 - 6月15日
2023-04-06,2023-06-15,放送,BS11,,木曜 23:30 - 金曜 0:00（木曜深夜）,2023年4月6日 - 6月15日
2023-04-07,2023-06-16,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）,2023年4月7日 - 6月16日
2023-04-07,2023-06-16,放送,テレビ愛知,,金曜 1:30 - 2:00（木曜深夜）,2023年4月7日 - 6月16日
2023-05-11,,放送,アニマックス,,木曜 19:00 - 19:30,2023年5月11日 -
2023-04-06,,配信,,ABEMAプレミアム,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,Amazon Prime Video,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,DMM TV,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,FOD,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,Hulu,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,Netflix,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,U-NEXT,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,アニメ放題,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,バンダイチャンネル,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,Google Play,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,music.jp,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,ビデオマーケット,木曜 23:00 以降順次,2023年4月6日
2023-04-06,,配信,,ニコニコチャンネル,木曜 23:00 以降順次,2023年4月6日
2023-04-07,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 以降順次,2023年4月7日
2023-04-07,,配信,,milplus,金曜 0:00（木曜深夜） 以降順次,2023年4月7日
2023-04-07,,配信,,TELASA,金曜 0:00（木曜深夜） 以降順次,2023年4月7日
2023-04-07,,配信,,auスマートパスプレミアム,金曜 0:00（木曜深夜） 以降順次,2023年4月7日
