開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-14,2021-06-30,放送,AT-X,,水曜 21:00 - 21:30,2021年4月14日 - 6月30日
2021-04-15,2021-07-01,放送,サンテレビ,,木曜 0:00 - 0:30（水曜深夜）,2021年4月15日 - 7月1日
2021-04-15,2021-07-01,放送,TOKYO MX,,木曜 1:05 - 1:35（水曜深夜）,2021年4月15日 - 7月1日
2021-04-15,2021-07-01,放送,KBS京都,,木曜 1:05 - 1:35（水曜深夜）,2021年4月15日 - 7月1日
2021-04-15,2021-07-01,放送,テレビ愛知,,木曜 2:35 - 3:05（水曜深夜）,2021年4月15日 - 7月1日
2021-04-15,2021-07-01,放送,BS11,,木曜 23:00 - 23:30,2021年4月15日 - 7月1日
2021-04-15,,配信,,dアニメストア,木曜 0:00（水曜深夜） 更新,2021年4月15日
2021-04-18,,配信,,ABEMA,日曜 0:00（土曜深夜） 更新,2021年4月18日
2021-04-20,,配信,,GYAO!,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,niconico,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,ひかりTV,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,FOD,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,バンダイチャンネル,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,Hulu,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,Amazonプライム・ビデオ,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,J:COMオンデマンド,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,TELASA,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,アニメ放題,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,U-NEXT,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,Rakuten TV,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,DMM.com,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,ビデオマーケット,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,HAPPY!動画,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,クランクイン！ビデオ,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
2021-04-20,,配信,,ムービーフルplus,火曜 0:00（月曜深夜）以降 更新,2021年4月20日以降順次
