開始,終了,タイプ,放送局,配信サイト,時間
2020-04-02,2020-06-18,放送,AT-X,,木曜 21:00 - 21:30
2020-04-02,2020-06-18,放送,TOKYO MX,,木曜 22:30 - 23:00
2020-04-03,2020-06-19,放送,BS11,,金曜 0:30 - 1:00（木曜深夜)
2020-04-03,2020-06-19,放送,J:COMテレビ,,金曜 2:00 - 2:30（木曜深夜）
2020-05-24,2020-08-15,放送,福島中央テレビ,,日曜 2:10 - 2:40 (土曜深夜)
2020-04-02,,配信,,ABEMA,木曜 22:30 - 23:00
2020-04-07,,配信,,dアニメストア,火曜 23:00 更新
2020-04-07,,配信,,U-NEXT,火曜 23:00 更新
2020-04-07,,配信,,アニメ放題,火曜 23:00 更新
2020-04-07,,配信,,Netflix,火曜 23:00 更新
2020-04-07,,配信,,Amazonプライム・ビデオ,火曜 23:00 更新
2020-04-07,,配信,,J:COMオンデマンド,火曜 23:00 更新
2020-04-07,,配信,,TELASA,火曜 23:00 更新
2020-04-07,,配信,,みるプラス,火曜 23:00 更新
2020-04-07,,配信,,auスマートパスプレミアム,火曜 23:00 更新
2020-04-07,,配信,,ひかりTV,火曜 23:00 更新
2020-04-07,,配信,,アニマックスオンデマンド,火曜 23:00 更新
2020-04-07,,配信,,アニマックスプレミアムVO,火曜 23:00 更新
2020-04-07,,配信,,GYAO!,火曜 23:00 更新
2020-04-07,,配信,,FOD,火曜 23:00 更新
2020-04-07,,配信,,Hulu,火曜 23:00 更新
2020-04-07,,配信,,ニコニコチャンネル,火曜 23:00 更新
2020-04-07,,配信,,バンダイチャンネル,火曜 23:00 更新
2020-04-07,,配信,,ビデオマーケット,火曜 23:00 更新
2020-04-07,,配信,,music.jp,火曜 23:00 更新
2020-04-07,,配信,,DMM.com,火曜 23:00 更新
2020-04-07,,配信,,GYAO!ストア,火曜 23:00 更新
2020-04-07,,配信,,ココロビデオ,火曜 23:00 更新
2020-04-07,,配信,,ムービーフルPlus,火曜 23:00 更新
2020-04-07,,配信,,TSUTAYA TV,火曜 23:00 更新
2020-04-07,,配信,,Rakuten TV,火曜 23:00 更新
2020-04-07,,配信,,HAPPY!動画,火曜 23:00 更新
2020-04-07,,配信,,PlayStation Store,火曜 23:00 更新
2020-04-07,,配信,,ふらっと動画,火曜 23:00 更新
2020-04-07,,配信,,Google Play,火曜 23:00 更新
2020-04-07,,配信,,ビデックスJP,火曜 23:00 更新
2020-04-07,,配信,,あにてれ,火曜 23:00 更新
2020-04-07,,配信,,ニコニコ生放送,火曜 23:30 - 金曜 0:00
2020-04-14,,配信,,Paravi,火曜 23:00 更新
