開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-04-01,2020-06-17,放送,AT-X,,水曜 22:00 - 22:30,2020年4月1日 - 6月17日
2020-04-02,2020-06-18,放送,朝日放送テレビ,,木曜 2:44 - 3:14（水曜深夜）,2020年4月2日 - 6月18日
2020-04-02,2020-06-18,放送,TOKYO MX,,木曜 23:30 - 金曜 0:00,2020年4月2日 - 6月18日
2020-04-05,2020-06-21,放送,メ〜テレ,,日曜 2:42 - 3:13（土曜深夜）,2020年4月5日 - 6月21日
2020-04-09,2020-06-25,放送,九州朝日放送,,木曜 1:45 - 2:15（水曜深夜）,2020年4月9日 - 6月25日
2020-04-24,,放送,長崎文化放送,,金曜 1:54 - 2:21（木曜深夜）,2020年4月24日 -
2020-04-03,,配信,,dTV,金曜 22:00 更新,2020年4月3日
2020-04-03,,配信,,dアニメストア,金曜 22:00 更新,2020年4月3日
2020-04-06,,配信,,Hulu,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,ひかりTV,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,U-NEXT,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,アニメ放題,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,あにてれ,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,バンダイチャンネル,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,ニコニコチャンネル,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,ビデオマーケット,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,DMM.com,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,Rakuten TV,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,クランクイン！ビデオ,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,MIRAIL,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,HAPPY!動画,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,TSUTAYA TV,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,J:COMオンデマンド,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,TELASA,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,milplus,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,MOVIEFULL,月曜 22:00 更新,2020年4月6日
2020-04-06,,配信,,ABEMA,月曜 22:00 更新,2020年4月6日
