開始,終了,タイプ,放送局,配信サイト,時間
2018-10-04,2018-12-20,放送,AT-X,,木曜 23:30 - 金曜 0:00
2018-10-05,2018-12-21,放送,TOKYO MX,,金曜 0:00 - 0:30（木曜深夜）
2018-10-05,2018-12-21,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）
2018-10-05,2018-12-21,放送,BS11,,金曜 0:30 - 1:00（木曜深夜）
2018-10-06,2018-12-22,放送,サガテレビ,,土曜 1:25 - 1:55（金曜深夜）
2018-10-06,2018-12-22,放送,TVQ九州放送,,土曜 2:58 - 3:28（金曜深夜）
2018-10-04,,配信,,AbemaTV,木曜 23:30 - 金曜 0:00
2018-10-07,,配信,,dTV,日曜 22:00 更新
2018-10-07,,配信,,DMM.com,日曜 22:00 更新
2018-10-07,,配信,,ビデオマーケット,日曜 22:00 更新
2018-10-07,,配信,,cocoro video,日曜 22:00 更新
2018-10-07,,配信,,music.jp,日曜 22:00 更新
2018-10-07,,配信,,Rakuten TV,日曜 22:00 更新
2018-10-07,,配信,,ひかりTV,日曜 22:00 更新
2018-10-07,,配信,,FOD,日曜 22:00 更新
2018-10-07,,配信,,Amazonプライム・ビデオ,日曜 22:00 更新
2018-10-07,,配信,,ニコニコチャンネル,日曜 22:00 更新
2018-10-07,,配信,,dアニメストア,日曜 22:00 更新
2018-10-07,,配信,,バンダイチャンネル,日曜 22:00 更新
2018-10-07,,配信,,あにてれ,不明
2018-10-08,,配信,,J:COMオンデマンド,月曜 0:00 更新
2018-10-08,,配信,,U-NEXT,月曜 12:00 更新
2018-10-08,,配信,,アニメ放題,月曜 12:00 更新
2018-10-08,,配信,,TSUTAYA TV,月曜 19:00 更新
2018-10-08,,配信,,ビデオパス,月曜 22:00 更新
2021-04-08,2021-06-24,放送,AT-X,,木曜 23:30 - 金曜 0:00
2021-04-09,2021-06-25,放送,TOKYO MX,,金曜 0:00 - 0:30（木曜深夜）
2021-04-09,2021-06-25,放送,サンテレビ,,金曜 0:30 - 1:00（木曜深夜）
2021-04-09,2021-06-25,放送,BS11,,金曜 0:30 - 1:00（木曜深夜）
2021-04-10,2021-06-26,放送,サガテレビ,,土曜 0:55 - 1:25（金曜深夜）
2021-04-10,2021-06-26,放送,TVQ九州放送,,土曜 1:58 - 2:28（金曜深夜）
2021-04-08,,配信,,Amazonプライム・ビデオ,木曜 23:15 更新
2021-04-08,,配信,,ABEMA,木曜 23:30 - 金曜 0:00
2021-04-11,,配信,,dTV,日曜 23:30 更新
2021-04-11,,配信,,dアニメストア,日曜 23:30 更新
2021-04-11,,配信,,U-NEXT,日曜 23:30 更新
2021-04-11,,配信,,ニコニコチャンネル,日曜 23:30 更新
2021-04-11,,配信,,クランクイン！ビデオ,日曜 23:30 更新
2021-04-11,,配信,,FOD,日曜 23:30 更新
2021-04-11,,配信,,ビデオマーケット,日曜 23:30 更新
2021-04-11,,配信,,DMM.com,日曜 23:30 更新
2021-04-11,,配信,,music.jp,日曜 23:30 更新
2021-04-11,,配信,,GYAO!ストア,日曜 23:30 更新
2021-04-11,,配信,,cocoro video,日曜 23:30 更新
2021-04-11,,配信,,Rakuten TV,日曜 23:30 更新
2021-04-11,,配信,,HAPPY!動画,日曜 23:30 更新
2021-04-11,,配信,,ひかりTV,日曜 23:30 更新
2021-04-11,,配信,,あにてれ,日曜 23:30 更新
2021-04-12,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新
2021-04-12,,配信,,Milplus,月曜 0:00（日曜深夜） 更新
2021-04-12,,配信,,TELASA,月曜 0:00（日曜深夜） 更新
