開始,終了,タイプ,放送局,配信サイト,時間
2022-09-30,2022-12-23,放送,TOKYO MX,,金曜 22:30 - 23:00
2022-10-02,2022-12-25,放送,毎日放送,,日曜 2:08 - 2:38（土曜深夜）
2022-10-02,2022-12-25,放送,BS朝日,,日曜 23:00 - 23:30
2022-10-04,2022-12-27,放送,AT-X,,火曜 21:30 - 22:00
2022-10-01,,配信,,dアニメストア,土曜 0:00（金曜深夜） 更新
2022-10-03,,配信,,Amazon Prime Video,月曜 12:00 更新
2022-10-03,,配信,,TELASA,月曜 12:00 更新
2022-10-03,,配信,,J:COMオンデマンドメガパック,月曜 12:00 更新
2022-10-03,,配信,,milplus,月曜 12:00 更新
2022-10-03,,配信,,auスマートパスプレミアム,月曜 12:00 更新
2022-10-03,,配信,,Hulu,月曜 12:00 更新
2022-10-03,,配信,,U-NEXT,月曜 12:00 更新
2022-10-03,,配信,,ひかりTV,月曜 12:00 更新
2022-10-03,,配信,,FOD,月曜 12:00 更新
2022-10-03,,配信,,ニコニコチャンネル[35],月曜 12:00 更新
2022-10-03,,配信,,Rakuten TV,月曜 12:00 更新
2022-10-03,,配信,,ビデオマーケット,月曜 12:00 更新
2022-10-03,,配信,,GYAO!ストア,月曜 12:00 更新
2022-10-03,,配信,,DMM.com,月曜 12:00 更新
2022-10-03,,配信,,ニコニコ生放送[35],月曜 22:00 - 22:30
2022-10-03,,配信,,ABEMA[36],月曜 23:30 - 火曜 0:00
2022-10-17,,配信,,バンダイチャンネル[37],月曜 12:00 更新
