開始,終了,タイプ,放送局,配信サイト,時間
2022-07-02,2022-09-03,放送,テレビ東京,,土曜 1:53 - 2:23（金曜深夜）
2022-07-02,2022-09-03,放送,AT-X,,土曜 21:00 - 21:30
2022-07-02,2022-09-03,放送,BS11,,土曜 22:00 - 22:30
2022-07-05,2022-09-06,放送,テレビ愛媛,,火曜 1:30 - 2:00（月曜深夜）
2022-07-22,2022-09-23,放送,テレビ和歌山,,金曜 0:35 - 1:05（木曜深夜）
2022-08-15,2022-10-24,放送,びわ湖放送,,月曜 1:30 - 2:00（日曜深夜）
2022-07-02,,配信,,dTV,土曜 12:00 更新
2022-07-02,,配信,,アニメタイムズ,土曜 12:00 更新
2022-07-02,,配信,,ABEMAビデオ,土曜 12:00 更新
2022-07-03,,配信,,ABEMA[22],日曜 1:00 - 1:30（土曜深夜）
2022-07-06,,配信,,ひかりTV,水曜 0:00（火曜深夜） 更新
2022-07-06,,配信,,Rakuten TV,水曜 0:00（火曜深夜） 更新
2022-07-06,,配信,,ニコニコチャンネル,水曜 0:00（火曜深夜） 更新
2022-07-06,,配信,,クランクイン！ビデオ,水曜 0:00（火曜深夜） 更新
2022-07-07,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,Google Play,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,U-NEXT,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,アニメ放題,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,FOD,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,TVer,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,ネットもテレ東,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,Hulu,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,AnimeFesta,木曜 0:00（水曜深夜） 更新
2022-07-07,,配信,,ニコニコ生放送[23],木曜 0:30 - 1:00（水曜深夜）
2022-08-01,,配信,,アニマックスオンデマンド,木曜 0:00（水曜深夜） 更新
