開始,終了,タイプ,放送局,配信サイト,時間,期間
2015-07-07,2015-09-29,放送,AT-X,,火曜 23:00 - 23:30,2015年7月7日 - 9月29日
2015-07-09,2015-10-01,放送,TOKYO MX,,木曜 0:00 - 0:30（水曜深夜）,2015年7月9日 - 10月1日
2015-07-09,2015-10-01,放送,サンテレビ,,木曜 0:30 - 1:00（水曜深夜）,2015年7月9日 - 10月1日
2015-07-09,2015-10-01,放送,KBS京都,,木曜 1:00 - 1:30（水曜深夜）,2015年7月9日 - 10月1日
2015-07-09,2015-10-01,放送,テレビ愛知,,木曜 2:05 - 2:35（水曜深夜）,2015年7月9日 - 10月1日
2015-07-10,2015-10-02,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）,2015年7月10日 - 10月2日
2015-07-10,,配信,,GYAO!,金曜 0:30（木曜深夜） 更新,2015年7月10日
2015-07-17,,配信,,ニコニコ生放送,金曜 1:30 - 2:00（木曜深夜）,2015年7月17日
2015-07-17,,配信,,ニコニコチャンネル,金曜 2:00（木曜深夜） 更新,2015年7月17日
2015-07-17,,配信,,バンダイチャンネル,金曜 12:00 更新,2015年7月17日
2018-01-09,2018-04-03,放送,AT-X,,火曜 22:30 - 23:00,2018年1月9日 - 4月3日
2018-01-10,2018-04-04,放送,TOKYO MX,,水曜 0:30 - 1:00（火曜深夜）,2018年1月10日 - 4月4日
2018-01-10,2018-04-04,放送,テレビ愛知,,水曜 1:35 - 2:05（火曜深夜）,2018年1月10日 - 4月4日
2018-01-10,2018-04-04,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2018年1月10日 - 4月4日
2018-01-11,2018-04-05,放送,BS11,,木曜 0:00 - 0:30（水曜深夜）,2018年1月11日 - 4月5日
2018-01-10,,配信,,ひかりTV,水曜 0:00（火曜深夜） 更新,2018年1月10日
2018-01-10,,配信,,AbemaTV Abemaアニメチャンネル（旧新作TVアニメチャンネル）,水曜 0:00 - 0:30（火曜深夜）,2018年1月10日
2018-07-10,2018-10-02,放送,AT-X,,火曜 22:00 - 22:30,2018年7月10日 - 10月2日
2018-07-11,2018-10-03,放送,TOKYO MX,,水曜 0:30 - 1:00（火曜深夜）,2018年7月11日 - 10月3日
2018-07-11,2018-10-03,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2018年7月11日 - 10月3日
2018-07-12,2018-10-04,放送,BS11,,木曜 0:00 - 0:30（水曜深夜）,2018年7月12日 - 10月4日
2018-07-13,2018-10-05,放送,テレビ愛知,,金曜 2:35 - 3:05（木曜深夜）,2018年7月13日 - 10月5日
2018-07-11,,配信,,ひかりTV / AbemaTV,水曜 0:00 - 0:30,2018年7月11日
2018-07-14,,配信,,dTVチャンネル,土曜 11:30 更新,2018年7月14日
2018-07-18,,配信,,U-NEXT,水曜 更新,2018年7月18日
2022-07-05,2022-09-27,放送,AT-X,,火曜 22:00 - 22:30,2022年7月5日 - 9月27日
2022-07-06,2022-09-28,放送,TOKYO MX,,水曜 0:30 - 1:00（火曜深夜）,2022年7月6日 - 9月28日
2022-07-06,2022-09-28,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）,2022年7月6日 - 9月28日
2022-07-06,2022-09-28,放送,テレビ愛知,,水曜 1:30 - 2:00（火曜深夜）,2022年7月6日 - 9月28日
2022-07-06,2022-09-28,放送,毎日放送,,水曜 2:30 - 3:00（火曜深夜）,2022年7月6日 - 9月28日
2022-07-05,,配信,,ひかりTV,水曜 0:00（火曜深夜） 更新,2022年7月5日
2022-07-05,,配信,,dアニメストア,水曜 0:00（火曜深夜） 更新,2022年7月5日
2022-07-05,,配信,,ABEMA,水曜 0:00（火曜深夜） 更新,2022年7月5日
2022-07-12,,配信,,niconico,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,GYAO!,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,FOD,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,バンダイチャンネル,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,Hulu,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,TELASA,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,J:COMオンデマンド,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,みるプラス見放題プレミアム,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,アニメ放題,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,Amazon,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,NETFLIX,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,ディズニープラス,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,MBS動画イズム,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,Tver,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,U-NEXT,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,Rakuten TV,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,music.jp,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,ビデオマーケット,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,HAPPY!動画,火曜以降順次配信,2022年7月12日以降
2022-07-12,,配信,,クランクイン！ビデオ,火曜以降順次配信,2022年7月12日以降
