開始,終了,タイプ,放送局,配信サイト,時間
2019-01-11,2019-03-29,放送,TBSテレビ,,金曜 1:28 - 1:58（木曜深夜）
2019-01-12,2019-03-30,放送,サンテレビ,,土曜 0:00 - 0:30（金曜深夜）
2019-01-13,2019-03-31,放送,BS-TBS,,日曜 2:00 - 2:30（土曜深夜）
2019-01-21,2019-04-08,放送,TBSチャンネル1,,月曜 1:00 - 1:30（日曜深夜）
2019-01-11,,配信,,GYAO!,金曜 12:00 更新
2019-01-11,,配信,,ニコニコ生放送,金曜 23:30 - 土曜 0:00
2019-01-13,,配信,,ニコニコチャンネル,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,dアニメストア,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,dTV,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,Hulu,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,U-NEXT,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,アニメ放題,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,バンダイチャンネル,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,Amazon Prime Video,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,Rakuten TV,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,ビデオマーケット,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,FOD,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,TSUTAYA TV,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,ひかりTV,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,ビデオパス,日曜 0:00（土曜深夜） 更新
2019-01-13,,配信,,AbemaTV,日曜 0:30 - 1:00（土曜深夜）
2021-01-08,2021-03-26,放送,TBSテレビ,,金曜 1:28 - 1:58（木曜深夜）
2021-01-08,2021-03-26,放送,サンテレビ,,金曜 2:00 - 2:30（木曜深夜）
2021-01-08,2021-03-26,放送,BS11,,金曜 23:30 - 土曜 0:00
2021-01-18,,放送,TBSチャンネル1,,月曜 1:30 - 2:00（日曜深夜）
2021-01-27,,放送,テレビ神奈川,,水曜 1:00 - 1:30（火曜深夜）
2021-01-08,,配信,,GYAO!,金曜 6:00 更新
2021-01-08,,配信,,Paravi,金曜 12:00 更新
2021-01-08,,配信,,ABEMA,金曜 12:00 更新
2021-01-08,,配信,,Amazon Prime Video,金曜 12:00 更新
2021-01-08,,配信,,あにてれ,金曜 12:00 更新
2021-01-08,,配信,,バンダイチャンネル,金曜 12:00 更新
2021-01-08,,配信,,dTV,金曜 12:00 更新
2021-01-08,,配信,,dアニメストア,金曜 12:00 更新
2021-01-08,,配信,,FOD,金曜 12:00 更新
2021-01-08,,配信,,ひかりTV,金曜 12:00 更新
2021-01-08,,配信,,Hulu,金曜 12:00 更新
2021-01-08,,配信,,NETFLIX,金曜 12:00 更新
2021-01-08,,配信,,U-NEXT,金曜 12:00 更新
2021-01-08,,配信,,ニコニコチャンネル,金曜 12:00 更新
2021-01-08,,配信,,Rakuten TV,金曜 12:00 更新
2021-01-08,,配信,,ビデオマーケット,金曜 12:00 更新
2021-01-08,,配信,,GYAO!ストア,金曜 12:00 更新
2021-01-08,,配信,,DMM.com,金曜 12:00 更新
2021-01-08,,配信,,クランクイン！,金曜 12:00 更新
2021-01-09,,配信,,ニコニコ生放送,土曜 0:00 - 0:30（金曜深夜）
2021-01-09,,配信,,ABEMA,土曜 0:30 - 1:00（金曜深夜）
2021-01-16,,配信,,TSUTAYA TV,土曜 0:00 更新
