開始,終了,タイプ,放送局,配信サイト,時間,期間
2022-04-07,2022-06-23,放送,TOKYO MX,,木曜 22:30 - 23:00,2022年4月7日 - 6月23日
2022-04-08,2022-06-24,放送,BSフジ,,金曜 0:30 - 1:00（木曜深夜）,2022年4月8日 - 6月24日
2022-04-09,2022-06-25,放送,毎日放送,,土曜 2:55 - 3:25（金曜深夜）,2022年4月9日 - 6月25日
2022-04-09,2022-06-25,放送,AT-X,,土曜 23:30 - 日曜 0:00,2022年4月9日 - 6月25日
2022-04-07,,配信,,U-NEXT,木曜 23:00 更新,2022年4月7日
2022-04-07,,配信,,アニメ放題,木曜 23:00 更新,2022年4月7日
2022-04-08,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,金曜 0:00（木曜深夜） 更新,2022年4月8日
2022-04-11,,配信,,ABEMAビデオ,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,Amazon Prime Video,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,FOD,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,Hulu,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,MBS動画イズム,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,milplus,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,Paravi,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,TELASA,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,アニメカ,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,バンダイチャンネル,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ひかりTV,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ふらっと動画,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,GYAO!,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,TVer,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,DMM.com,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,Google Play,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,GYAO!ストア,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,HAPPY!動画,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,music.jp,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,Rakuten TV,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ビデックスJP,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ニコニコチャンネル[11],月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ビデオマーケット,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ムービーフルPlus,月曜 0:00（日曜深夜） 更新,2022年4月11日
2022-04-11,,配信,,ABEMA[12],月曜 0:00 - 0:30（日曜深夜）,2022年4月11日
2022-04-11,,配信,,ニコニコ生放送[11],月曜 0:00 - 0:30（日曜深夜）,2022年4月11日
