開始,終了,タイプ,放送局,配信サイト,時間
2022-10-12,2022-12-28,放送,テレビ東京（番組担当・番組宣伝）ほか系列全6局,,水曜 0:00 - 0:30（火曜深夜）
2022-10-12,2022-12-28,放送,AT-X,,水曜 21:30 - 22:00
2022-10-22,2023-01-07,放送,長崎放送,,土曜 0:55 - 1:25（金曜深夜）
2022-10-22,2023-01-14,放送,新潟放送,,土曜 1:55 - 2:25（金曜深夜）
2022-10-28,2023-01-20,放送,テレビユー福島,,金曜 1:28 - 1:58（木曜深夜）
2022-10-29,2023-01-21,放送,テレビユー山形,,土曜 1:55 - 2:25（金曜深夜）
2022-10-29,,放送,アニマックス,,土曜 21:00 - 21:30
2022-11-04,2023-01-27,放送,鹿児島テレビ,,金曜 2:00 - 2:30（木曜深夜）
2022-10-12,,配信,,Amazon Prime Video,水曜 1:00（火曜深夜） 更新
2022-10-13,,配信,,ABEMAビデオ（ABEMAプレミアム）,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,Disney+,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,dTV,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,FOD,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,Hulu,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,J:COMオンデマンドメガパック,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,milplus,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,Netflix,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,Paravi,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,TELASA,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,U-NEXT,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,WOWOWオンデマンド,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,アニメタイムズ,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,アニメ放題,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,auスマートパスプレミアム,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,バンダイチャンネル,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,GYAO!,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,ニコニコチャンネル,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,ネットもテレ東,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,HAPPY!動画,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,ムービーフルplus,木曜 1:00（水曜深夜） 更新
2022-10-13,,配信,,ABEMA,木曜 1:00 - 1:30（水曜深夜）
