開始,終了,タイプ,放送局,配信サイト,時間
2021-04-03,2021-06-19,放送,毎日放送,,土曜 2:25 - 2:55（金曜深夜）
2021-04-03,2021-06-19,放送,TBSテレビ,,土曜 2:25 - 2:55（金曜深夜）
2021-04-03,2021-06-19,放送,BS-TBS,,土曜 3:00 - 3:30（金曜深夜）
2021-04-08,2021-06-24,放送,AT-X,,木曜 21:30 - 22:00
2021-06-15,2021-08-31,放送,IBC岩手放送,,火曜 0:58 - 1:28（月曜深夜）
2021-07-03,2021-09-25,放送,青森テレビ,,土曜 1:55 - 2:25（金曜深夜）
2021-09-04,,放送,山陰放送,,土曜 1:55 - 2:25（金曜深夜）
2021-04-02,,配信,,Amazon Prime Video,土曜 3:00（金曜深夜） 更新
2021-04-17,,配信,,ニコニコチャンネル[18],土曜 3:00（金曜深夜） 更新
2021-04-24,,配信,,ニコニコ生放送[18],土曜 21:30 - 22:00
