開始,終了,タイプ,放送局,配信サイト,時間
2022-10-07,2022-12-23,放送,TOKYO MX,,金曜 0:00 - 0:30（木曜深夜）
2022-10-07,2022-12-23,放送,BS11,,金曜 0:00 - 0:30（木曜深夜）
2022-10-07,2022-12-23,放送,KBS京都,,金曜 0:00 - 0:30（木曜深夜）
2022-10-07,2022-12-23,放送,サンテレビ,,金曜 0:00 - 0:30（木曜深夜）
2022-10-07,2022-12-23,放送,AT-X,,金曜 21:30 - 22:00
2022-10-07,,配信,,ABEMA,金曜 0:00 - 0:30（木曜深夜）
2022-10-10,,配信,,dアニメストア,月曜 0:00（日曜深夜） 更新
2022-10-13,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,Hulu,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,U-NEXT,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,ツイキャス,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,auスマートパスプレミアム,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,J:COMオンデマンド メガパック,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,みるプラス,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,TELASA,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,ビデオマーケット,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,Google Play,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,ひかりTV,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,Rakuten TV,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,クランクイン！ビデオ,木曜 0:00（水曜深夜） 更新
2022-10-13,,配信,,Happy!動画,木曜 12:00 更新
