開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-09,2021-12-25,放送,TOKYO MX,,土曜 22:00 - 22:30（第1話 - 第11話）月曜 22:30 - 23:00（第12話）,2021年10月9日 - 12月25日（第1話 - 第11話）2022年1月3日（第12話[32]）
2021-10-09,2021-12-25,放送,AT-X,,土曜 23:30 - 日曜 0:00（第1話 - 第11話）月曜 23:30 - 火曜 0:00（第12話）,2021年10月9日 - 12月25日（第1話 - 第11話）2022年1月3日（第12話[32]）
2021-10-10,2021-12-26,放送,BS日テレ,,日曜 0:00 - 0:28（土曜深夜）（第1話 - 第11話）月曜 23:00 - 23:30（第12話）,2021年10月10日 - 12月26日（第1話 - 第11話）2022年1月3日（第12話[32]）
2021-10-09,,配信,,dアニメストア（本店・ニコニコ支店・Amazon支店）,土曜 22:00 更新,2021年10月9日
2021-10-16,,配信,,Amazon Prime Video,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,アニメカ,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,Netflix,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,Hulu,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,auスマートパスプレミアム,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,U-NEXT,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,TELASA,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ひかりTV,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,FOD,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,Rakuten TV,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ビデオマーケット,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,HAPPY!動画,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ムービーフルPlus,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,クランクイン！ビデオ,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ニコニコチャンネル,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ABEMA,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,GYAO!,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,U-NEXT,土曜 0:00（金曜深夜） 更新,2021年10月16日
2021-10-16,,配信,,ニコニコ生放送,土曜 0:00 - 0:30（金曜深夜）,2021年10月16日
