開始,終了,タイプ,放送局,配信サイト,時間
2018-01-10,,配信,,ニコニコ生放送,水曜 0:30 - 1:00（火曜深夜）
2018-01-10,,配信,,ニコニコチャンネル,水曜 1:00（火曜深夜）更新
2018-01-10,,配信,,Netflix,水曜 更新
2018-01-10,,配信,,J:COMオンデマンド,水曜 更新
2018-01-10,,配信,,ひかりTV,水曜 更新
2018-01-10,,配信,,Amazon Prime Video,水曜 更新
2018-01-10,,配信,,ビデオマーケット,水曜 更新
2018-01-10,,配信,,Google Play,水曜 更新
2018-01-10,,配信,,Rakuten TV,水曜 更新
2018-01-10,,配信,,TSUTAYA TV,水曜 更新
2018-01-10,,配信,,GYAO!,水曜 更新
2018-01-10,,配信,,PlayStation Video,水曜 更新
2018-01-10,,配信,,バンダイチャンネル,水曜 更新
2018-01-10,,配信,,アクトビラ,水曜 更新
2018-01-10,,配信,,HAPPY!動画,水曜 更新
2018-01-10,,配信,,ムービーフルPlus,水曜 更新
2018-01-10,,配信,,OnGenムービー,水曜 更新
2019-07-07,2019-09-22,放送,TOKYO MX,,日曜 23:30 - 月曜 0:00
2019-07-08,2019-09-23,放送,AT-X,,月曜 22:00 - 22:30
2019-07-09,2019-09-24,放送,読売テレビ,,火曜 2:29 - 2:59（月曜深夜）
2019-07-09,2019-09-24,放送,BS日テレ,,火曜 23:30 - 水曜 0:00
2019-07-10,2019-09-25,放送,J:COMテレビ,,水曜 23:30 - 木曜 0:00
2019-07-12,2019-09-27,放送,テレビ神奈川,,金曜 1:00 - 1:30（木曜深夜）
2019-07-18,2019-10-03,放送,北海道放送,,木曜 2:26 - 2:56（水曜深夜）
2019-07-07,,配信,,Netflix,日曜 更新
2019-07-10,,配信,,ニコニコチャンネル,水曜 更新
2019-07-10,,配信,,J:COMオンデマンド,水曜 更新
2019-07-10,,配信,,みるプラス,水曜 更新
2019-07-10,,配信,,ビデオパス,水曜 更新
2019-07-10,,配信,,FOD,水曜 更新
2019-07-10,,配信,,バンダイチャンネル,水曜 更新
2019-07-10,,配信,,ビデオマーケット,水曜 更新
2019-07-10,,配信,,DMM.com,水曜 更新
2019-07-10,,配信,,クランクイン！ビデオ,水曜 更新
2019-07-10,,配信,,U-NEXT,水曜 更新
2019-07-10,,配信,,あにてれ,水曜 更新
2019-07-10,,配信,,ひかりTV,水曜 更新
2019-07-10,,配信,,GYAO!,水曜 更新
2019-07-10,,配信,,Amazon Prime Video,水曜 更新
2019-07-10,,配信,,Google Play,水曜 更新
2019-07-10,,配信,,YouTube,水曜 更新
2019-07-10,,配信,,Rakuten TV,水曜 更新
2019-07-10,,配信,,TSUTAYA TV,水曜 更新
2019-07-10,,配信,,HAPPY!動画,水曜 更新
2022-01-08,2022-03-26,放送,毎日放送（幹事局）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
2022-01-08,2022-03-26,放送,AT-X,,土曜 21:00 - 21:30
2022-01-11,2022-03-29,放送,J:COMテレビ,,火曜 1:00 - 1:30（月曜深夜）
2022-01-08,,配信,,dアニメストア,土曜 2:00（金曜深夜） 更新[注 6]
2022-01-08,,配信,,Netflix,土曜 2:00（金曜深夜） 更新[注 6]
2022-01-13,,配信,,ニコニコチャンネル[29],木曜 0:00（水曜深夜） 更新
2022-01-13,,配信,,ABEMA[30],木曜 0:00 - 0:30（水曜深夜）
2022-01-13,,配信,,Disney+,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,Amazon Prime Video,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,U-NEXT,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,アニメ放題,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,J:COMオンデマンド,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,みるプラス,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,TELASA,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,auスマートパスプレミアム,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,バンダイチャンネル,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,Hulu,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,ムービーフルPlus,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,OnGenムービー,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,ひかりTV,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,Paravi,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,ビデオマーケット,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,Rakuten TV,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,Google Play,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,YouTube,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,HAPPY!動画,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,クランクイン！ビデオ,木曜 0:00（水曜深夜）以降 順次更新
2022-01-13,,配信,,FOD,木曜 0:00（水曜深夜）以降 順次更新
