開始,終了,タイプ,放送局,配信サイト,時間,期間
2019-07-06,2019-12-28,放送,毎日放送（製作参加）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）,2019年7月6日 - 12月28日
2019-07-06,,配信,,GYAO!,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,TVer,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,MBS動画イズム,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,dアニメストア,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,dTV,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,Netflix,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,U-NEXT,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,アニメ放題,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,Amazonプライム・ビデオ,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,FOD,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,ひかりTV,土曜 2:00 更新,2019年7月6日
2019-07-06,,配信,,Hulu,土曜 12:00 更新,2019年7月6日
2019-07-06,,配信,,バンダイチャンネル,土曜 12:00 更新,2019年7月6日
2019-07-08,,配信,,ビデオパス,月曜 12:00 更新,2019年7月8日
2019-07-08,,配信,,J:COMオンデマンド メガパック,月曜 12:00 更新,2019年7月8日
2019-07-13,,配信,,ニコニコチャンネル,土曜 2:00 更新,2019年7月13日
2019-07-13,,配信,,ビデオマーケット,土曜 2:00 更新,2019年7月13日
2019-07-13,,配信,,music.jp,土曜 2:00 更新,2019年7月13日
2019-07-13,,配信,,Rakuten TV,土曜 2:00 更新,2019年7月13日
2019-07-13,,配信,,クランクイン！ビデオ,土曜 2:00 更新,2019年7月13日
2019-07-13,,配信,,DMM.com,土曜 10:00 更新,2019年7月13日
2019-07-13,,配信,,PlayStation Video,土曜 12:00 更新,2019年7月13日
2020-07-04,2020-12-12,放送,毎日放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,北海道放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,東北放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,テレビユー福島,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,TBSテレビ,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,新潟放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,中国放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,テレビ山口,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,あいテレビ,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,RKB毎日放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,琉球放送,,土曜 1:55 - 2:25（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,BS-TBS,,土曜 2:30 - 3:00（金曜深夜）,2020年7月4日 - 12月12日
2020-07-04,2020-12-12,放送,宮崎放送,,土曜 2:52 - 3:22（金曜深夜）,2020年7月4日 - 12月12日
