開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-12-07,,配信,,U-NEXT,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,アニメ放題,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,dアニメストア,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,ひかりTV,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,ABEMA,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,FOD,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,GYAO!,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,ビデオマーケット,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,music.jp,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,DMM.com,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,GYAO!ストア,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,あにてれ,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,ニコニコチャンネル,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,ムービーフルPlus,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,Rakuten TV,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,HAPPY!動画,月曜 12:00 更新,2020年12月7日
2020-12-07,,配信,,TSUTAYA TV,月曜 19:00 更新,2020年12月7日
2020-12-08,,配信,,J:COMオンデマンド,火曜 0:00 更新,2020年12月8日
2020-12-08,,配信,,TELASA,火曜 0:00 更新,2020年12月8日
2020-12-08,,配信,,みるプラス,火曜 0:00 更新,2020年12月8日
2020-12-14,,配信,,YouTube,月曜 12:00 更新,2020年12月14日
2020-12-21,,配信,,バンダイチャンネル,月曜 12:00 更新,2020年12月21日
2021-02-08,,配信,,Amazon Prime Video,月曜 12:00 更新,2021年2月8日
2023-01-11,2023-03-15,放送,TOKYO MX,,水曜 1:00 - 1:05（火曜深夜）,2023年1月11日 - 3月15日
2023-01-11,,配信,,DMM TV,水曜 1:00 更新（火曜深夜）,2023年1月11日
2023-01-16,,配信,,U-NEXT,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,アニメ放題,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,dアニメストア,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,ABEMA,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,TELASA,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,J:COMオンデマンド,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,auスマートパスプレミアム,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,milplus,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,バンダイチャンネル,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,FOD,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,アニメタイムズ,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,AnimeFesta,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,ビデオマーケット,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,music.jp,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,GYAO!ストア,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,ニコニコチャンネル,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,ムービーフルPlus,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,Rakuten TV,月曜 1:00 更新（日曜深夜）,2023年1月16日以降順次
2023-01-16,,配信,,HAPPY!動画,月曜 12:00 更新,2023年1月16日以降順次
