開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-05,2021-12-21,放送,テレビ東京,,火曜 2:00 - 2:30（月曜深夜）,2021年10月5日 - 12月21日
2021-10-07,2021-12-23,放送,BSテレ東,,木曜 0:30 - 0:59（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,AT-X,,木曜 22:30 - 23:00,2021年10月7日 - 12月23日
2021-10-05,,配信,,dアニメストア,火曜 2:00（月曜深夜）,2021年10月5日
2021-10-12,,配信,,ABEMA,不明,2021年10月12日
2021-10-12,,配信,,Amazon Prime Video,不明,2021年10月12日
2021-10-12,,配信,,Hulu,不明,2021年10月12日
2021-10-12,,配信,,バンダイチャンネル,不明,2021年10月12日
2021-10-12,,配信,,GYAO!,不明,2021年10月12日
2021-10-12,,配信,,TELASA,不明,2021年10月12日
2021-10-12,,配信,,J:COMオンデマンド,不明,2021年10月12日
2021-10-12,,配信,,みるぷらす,不明,2021年10月12日
2021-10-12,,配信,,auスマートパスプレミアム,不明,2021年10月12日
2021-10-12,,配信,,U-NEXT,不明,2021年10月12日
2021-10-12,,配信,,アニメ放題,不明,2021年10月12日
2021-10-12,,配信,,ひかりTV,不明,2021年10月12日
2021-10-12,,配信,,FOD,不明,2021年10月12日
2021-10-12,,配信,,Paravi,不明,2021年10月12日
2021-10-12,,配信,,Rakuten TV,不明,2021年10月12日
2021-10-12,,配信,,Video Market,不明,2021年10月12日
2021-10-12,,配信,,DMM.com,不明,2021年10月12日
2021-10-12,,配信,,GYAO!ストア,不明,2021年10月12日
2021-10-12,,配信,,music.jp,不明,2021年10月12日
2021-10-12,,配信,,HAPPY!動画,不明,2021年10月12日
2021-10-12,,配信,,MOVIEFULL,不明,2021年10月12日
2021-10-12,,配信,,クランクイン!ビデオ,不明,2021年10月12日
2021-10-12,,配信,,ニコニコ生放送[38],火曜 22:30 - 23:00,2021年10月12日
2023-01-14,2023-04-01,放送,テレビ東京,,土曜 1:23 - 1:53（金曜深夜）,2023年1月14日 - 4月1日
2023-01-17,2023-04-04,放送,BSテレ東,,火曜 0:30 - 0:59（月曜深夜）,2023年1月17日 - 4月4日
2023-03-03,,放送,AT-X,,金曜 18:00 - 19:00,2023年3月3日 -
2023-01-14,,配信,,dアニメストア,土曜 2:00（金曜深夜）,2023年1月14日
2023-01-14,,配信,,DMM TV,土曜 2:00（金曜深夜）,2023年1月14日
2023-01-21,,配信,,Amazon Prime Video,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,FOD,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,Hulu,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,J:COMオンデマンドメガパック,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,milplus,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,Paravi,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,TELASA,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,U-NEXT,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,アニメ放題,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,auスマートパスプレミアム,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ひかりTV,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,バンダイチャンネル,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ABEMA,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,GYAO!,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ニコニコ動画,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ネットもテレ東,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,GYAO!ストア,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,HAPPY!動画,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,music.jp,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,Rakuten TV,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,クランクイン!ビデオ,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ビデオマーケット,土曜 0:00（金曜深夜）以降順次,2023年1月21日
2023-01-21,,配信,,ムービーフルPlus,土曜 0:00（金曜深夜）以降順次,2023年1月21日
