開始,終了,タイプ,放送局,配信サイト,時間,期間
2018-01-06,2019-06-29,放送,TBSテレビ（製作局）をはじめとするTBS系列全28局,,土曜 7:00 - 7:30,2018年1月6日 - 2019年6月29日
2018-04-07,2019-09-21,放送,キッズステーション,,土曜 16:00 - 16:30,2018年4月7日 - 2019年9月21日
2018-07-02,2019-12-16,放送,秋田放送,,月曜 1:25 - 1:55（日曜深夜）月曜 1:50 - 2:20（日曜深夜） [78][注 26],2018年7月2日 - 2019年12月16日
2018-01-06,2019-06-29,配信,,Tver,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],2018年1月6日 - 2019年6月29日
2018-01-06,2019-06-29,配信,,TBS FREE,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],2018年1月6日 - 2019年6月29日
2018-01-06,2019-06-29,配信,,GYAO!,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],2018年1月6日 - 2019年6月29日
2018-01-06,2019-06-29,配信,,YouTube（シンカリオンTV、タカラトミー公式YouTubeチャンネル、コロコロチャンネル）,土曜 7:30 更新↓日曜 8:30 更新↓金曜 15:00 更新[注 27],2018年1月6日 - 2019年6月29日
,,配信,,Amazonビデオ,不明,2018年1月 -
,,配信,,dTV,不明,2018年1月 -
,,配信,,Google Playストア,不明,2018年1月 -
,,配信,,HAPPY！動画,不明,2018年1月 -
,,配信,,J:COMオンデマンド,不明,2018年1月 -
,,配信,,ビデオパス,不明,2018年1月 -
,,配信,,みるプラス,不明,2018年1月 -
,,配信,,Rakuten TV,不明,2018年1月 -
,,配信,,TSUTAYA TV,不明,2018年1月 -
,,配信,,アニメ放題,不明,2018年1月 -
,,配信,,U-NEXT,不明,2018年1月 -
,,配信,,ビデックスJP,不明,2018年1月 -
,,配信,,ニコニコチャンネル,不明,2018年1月 -
,,配信,,ひかりTV,不明,2018年1月 -
,,配信,,Paravi,不明,2018年4月 -
