開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-05,2020-12-21,放送,BS11,,月曜 1:00 - 1:15（日曜深夜）,2020年10月5日 - 12月21日
2020-10-05,2020-12-21,放送,TOKYO MX,,月曜 1:20 - 1:35（日曜深夜）,2020年10月5日 - 12月21日
2020-10-05,2020-12-21,放送,ファミリー劇場,,月曜 1:35 - 1:50（日曜深夜）,2020年10月5日 - 12月21日
2020-10-06,2020-12-22,放送,J:テレ,,火曜 1:00 - 1:15（月曜深夜）,2020年10月6日 - 12月22日
2020-10-06,,配信,,U-NEXT,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,アニメ放題,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,ABEMA,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,dアニメストア,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,FOD,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,ひかりTV,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,dTV,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,バンダイチャンネル,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,Amazon Prime Video,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,ニコニコチャンネル,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,ビデオマーケット,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,DMM.com,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,Rakuten TV,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,Google Play,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,クランクイン！ビデオ,火曜 0:00 更新,2020年10月6日
2020-10-06,,配信,,HAPPY!動画,火曜 0:00 更新,2020年10月6日
2020-10-07,,配信,,J:COMオンデマンド,水曜 0:00 更新,2020年10月7日
2020-10-07,,配信,,みるプラス,水曜 0:00 更新,2020年10月7日
2020-10-07,,配信,,TELASA,水曜 0:00 更新,2020年10月7日
2020-10-07,,配信,,auスマートパスプレミアム,水曜 0:00 更新,2020年10月7日
2020-10-27,,配信,,TSUTAYA TV,火曜 0:00 更新,2020年10月27日
