開始,終了,タイプ,放送局,配信サイト,時間,期間
2014-04-06,2014-09-28,放送,TOKYO MX,,日曜 0:30 - 1:00（土曜深夜）,2014年4月6日 - 9月28日
2014-04-06,2014-09-28,放送,とちぎテレビ,,日曜 0:30 - 1:00（土曜深夜）,2014年4月6日 - 9月28日
2014-04-06,2014-09-28,放送,群馬テレビ,,日曜 0:30 - 1:00（土曜深夜）,2014年4月6日 - 9月28日
2014-04-06,2014-09-28,放送,毎日放送,,日曜 2:58 - 3:28（土曜深夜）,2014年4月6日 - 9月28日
2014-04-07,2014-09-29,放送,テレビ埼玉,,月曜 1:00 - 1:30（日曜深夜）,2014年4月7日 - 9月29日
2014-04-07,2014-09-29,放送,千葉テレビ,,月曜 1:00 - 1:30（日曜深夜）,2014年4月7日 - 9月29日
2014-04-07,2014-09-29,放送,テレビ神奈川,,月曜 1:00 - 1:30（日曜深夜）,2014年4月7日 - 9月29日
2014-04-07,2014-09-29,放送,テレビ愛知,,月曜 2:05 - 2:35（日曜深夜）,2014年4月7日 - 9月29日
2014-04-08,2014-09-30,放送,TVQ九州放送,,火曜 2:30 - 3:00（月曜深夜）,2014年4月8日 - 9月30日
2014-04-09,2014-10-01,放送,テレビ北海道,,水曜 2:05 - 2:35（火曜深夜）,2014年4月9日 - 10月1日
2014-04-09,2014-10-01,放送,AT-X,,水曜 23:30 - 木曜 0:00,2014年4月9日 - 10月1日
2014-04-13,2014-09-28,放送,BS11,,日曜 0:30 - 1:00（土曜深夜）,2014年4月13日 - 9月28日
2014-04-12,,配信,,ニコニコ生放送,土曜 23:00 - 23:30,2014年4月12日
2014-04-12,,配信,,ニコニコチャンネル,土曜 23:30 更新,2014年4月12日
2014-04-13,,配信,,GYAO!,日曜 12:00 更新,2014年4月13日
2014-04-13,,配信,,dアニメストア,日曜 12:00 更新,2014年4月13日
2020-10-04,2020-12-27,放送,TOKYO MX,,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,とちぎテレビ,,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,群馬テレビ,,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,BS11,,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,AT-X,,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日 - 12月27日
2020-10-04,2020-12-27,放送,毎日放送,,日曜 2:28 - 2:58（土曜深夜）,2020年10月4日 - 12月27日
2020-10-05,2020-12-28,放送,テレビ愛知,,月曜 2:05 - 2:35（日曜深夜）,2020年10月5日 - 12月28日
2020-10-04,,配信,,ABEMA,日曜 0:30 - 1:00（土曜深夜）,2020年10月4日
2020-10-04,,配信,,dアニメストア,日曜 0:30（土曜深夜） 更新,2020年10月4日
2020-10-09,,配信,,ニコニコ生放送,金曜 0:30 - 1:00（木曜深夜）,2020年10月9日
2020-10-09,,配信,,ニコニコチャンネル,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,GYAO!,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,ひかりTV,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,FOD,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,バンダイチャンネル,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,Hulu,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,J:COMオンデマンド,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,TELASA,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,U-NEXT,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,アニメ放題,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,Amazon Prime Video,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,Netflix,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,MBS動画イズム,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,TVer,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,Rakuten TV,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,DMM.com,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,ビデオマーケット,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,HAPPY!動画,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,ムービーフルplus,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,クランクイン！ビデオ,金曜 0:30（木曜深夜） 更新,2020年10月9日
2020-10-09,,配信,,PlayStation Video,金曜 0:30（木曜深夜） 更新,2020年10月9日
