開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-11,2021-06-27,放送,TOKYO MX,,日曜 1:00 - 1:30（土曜深夜）,2021年4月11日 - 6月27日
2021-04-11,2021-06-27,放送,BS11,,日曜 1:00 - 1:30（土曜深夜）,2021年4月11日 - 6月27日
2021-04-11,2021-06-27,放送,毎日放送,,日曜 2:38 - 3:08（土曜深夜）,2021年4月11日 - 6月27日
2021-04-11,2021-06-27,放送,AT-X,,日曜 22:00 - 22:30,2021年4月11日 - 6月27日
2021-04-11,,配信,,Amazon Prime Video,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,DMM.com,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,FOD,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,GYAO!ストア,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,クランクイン！ビデオ,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,ココロビデオ,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-11,,配信,,Rakuten TV,日曜 1:00（土曜深夜） 更新,2021年4月11日
2021-04-17,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,土曜 0:00（金曜深夜） 更新,2021年4月17日
2021-04-18,,配信,,ABEMA,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,dTV,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,Hulu,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,Netflix,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,U-NEXT,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,アニメ放題,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,バンダイチャンネル,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,TELASA,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,J:COMオンデマンド メガパック,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,milplus,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,スマートパスプレミアム,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,スゴ得コンテンツ,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ひかりTV,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ひかりTV for docomo,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ビデオマーケット,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ふらっと動画,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ニコニコチャンネル,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,バンダイチャンネル,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ムービーフルPlus,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,HAPPY!動画,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,music.jp,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,TSUTAYA TV,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,PNSビデオストア,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,YouTube,日曜 1:00（土曜深夜） 更新,2021年4月18日
2021-04-18,,配信,,ニコニコ生放送,日曜 1:00 - 1:30（土曜深夜）,2021年4月18日
2023-01-08,2023-03-26,放送,TOKYO MX,,日曜 1:00 - 1:30（土曜深夜）,2023年1月8日 - 3月26日
2023-01-08,2023-03-26,放送,BS11,,日曜 1:00 - 1:30（土曜深夜）,2023年1月8日 - 3月26日
2023-01-08,2023-03-26,放送,毎日放送,,日曜 2:38 - 3:08（土曜深夜）,2023年1月8日 - 3月26日
2023-01-10,2023-03-28,放送,AT-X,,火曜 22:00 - 22:30,2023年1月10日 - 3月28日
2023-01-11,2023-03-29,放送,BS日テレ,,水曜 0:30 - 1:00（火曜深夜）,2023年1月11日 - 3月29日
2023-01-08,,配信,,ABEMA,日曜 1:00 - 1:30（土曜深夜）,2023年1月8日
2023-01-08,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,日曜 1:00（土曜深夜） 更新,2023年1月8日
2023-01-08,,配信,,Amazon Prime Video,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,DMM TV,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,dTV,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,Hulu,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,MBS動画イズム,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,U-NEXT,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,アニメ放題,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,バンダイチャンネル,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,TELASA,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,J:COMオンデマンド,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,milplus,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,auスマートパスプレミアム,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ビデオマーケット,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ふらっと動画,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,Tver,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,GYAO!,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ニコニコ生放送,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,GYAO!ストア,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,Rakuten TV,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,クランクイン！ビデオ,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ニコニコチャンネル,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ひかりTV,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ムービーフルPlus,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,HAPPY!動画,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,YouTube,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,music.jp,日曜 12:00 以降順次更新,2023年1月8日
2023-01-08,,配信,,ABEMA,日曜 1:30 - 2:00（土曜深夜）,2023年1月8日
2023-01-14,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,土曜 1:00（金曜深夜） 更新,2023年1月14日
2023-01-15,,配信,,Amazon Prime Video,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,DMM TV,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,dTV,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,Hulu,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,MBS動画イズム,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,U-NEXT,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,アニメ放題,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,バンダイチャンネル,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,TELASA,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,J:COMオンデマンド,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,milplus,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,auスマートパスプレミアム,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ビデオマーケット,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ふらっと動画,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,Tver,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,GYAO!,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ニコニコ生放送,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,GYAO!ストア,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,Rakuten TV,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,クランクイン！ビデオ,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ニコニコチャンネル,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ひかりTV,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,ムービーフルPlus,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,HAPPY!動画,日曜 12:00 以降順次更新,2023年1月15日
2023-01-15,,配信,,YouTube,日曜 12:00 以降順次更新,2023年1月15日
