開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-04-03,2021-06-19,放送,TOKYO MX,,土曜 23:30 - 日曜 0:00,2021年4月3日 - 6月19日
2021-04-03,2021-06-19,放送,とちぎテレビ,,土曜 23:30 - 日曜 0:00,2021年4月3日 - 6月19日
2021-04-03,2021-06-19,放送,群馬テレビ,,土曜 23:30 - 日曜 0:00,2021年4月3日 - 6月19日
2021-04-03,2021-06-19,放送,BS11,,土曜 23:30 - 日曜 0:00,2021年4月3日 - 6月19日
2021-04-04,2021-06-20,放送,北海道放送,,日曜 1:58 - 2:28（土曜深夜）,2021年4月4日 - 6月20日
2021-04-04,2021-06-20,放送,RKB毎日放送,,日曜 2:00 - 2:30（土曜深夜）,2021年4月4日 - 6月20日
2021-04-04,2021-06-20,放送,メ〜テレ,,日曜 2:30 - 3:00（土曜深夜）,2021年4月4日 - 6月20日
2021-04-04,2021-06-20,放送,毎日放送,,日曜 3:08 - 3:38（土曜深夜）,2021年4月4日 - 6月20日
2021-04-05,2021-06-21,放送,AT-X,,月曜 23:30 - 火曜 0:00,2021年4月5日 - 6月21日
2021-04-04,,配信,,バンダイチャンネル,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-04,,配信,,Hulu,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-04,,配信,,J:COMオンデマンド,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-04,,配信,,TELASA,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-04,,配信,,milplus,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-04,,配信,,auスマートパスプレミアム,日曜 0:00（土曜深夜） 更新,2021年4月4日
2021-04-06,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,U-NEXT,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,アニメ放題,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,GYAO!,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ニコニコチャンネル,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ABEMA,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ひかりTV,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,FOD,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,TVer,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,MBS動画イズム,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,J:COMメガパック,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,TSUTAYA TV,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ビデオマーケット,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,DMM.com,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,music.jp,火曜 12:00 更新,2021年4月6日
2021-04-06,,配信,,ニコニコ生放送,火曜 22:30 - 23:00[38],2021年4月6日
