開始,終了,タイプ,放送局,配信サイト,時間
2020-07-11,2020-09-26,放送,毎日放送（製作参加）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
2020-07-12,2020-09-27,放送,AT-X,,日曜 23:00 - 23:30
2020-07-11,,配信,,dアニメストア,土曜 2:00（金曜深夜） 更新
2020-07-11,,配信,,Netflix,土曜 2:00（金曜深夜） 更新
2020-07-16,,配信,,U-NEXT,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,アニメ放題,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,Amazon Prime Video,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,ニコニコチャンネル,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,FOD,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,ABEMA,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,ひかりTV,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,dTV,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,GYAO!,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,MBS動画イズム,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,TVer,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,クランクイン！ビデオ,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,ビデオマーケット,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,music.jp,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,バンダイチャンネル,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,Hulu,木曜 2:00（水曜深夜） 更新
2020-07-16,,配信,,DMM.com,木曜 10:00 更新
2020-07-16,,配信,,J:COMオンデマンド,木曜 12:00 更新
2020-07-16,,配信,,auスマートパスプレミアム,木曜 12:00 更新
2020-07-16,,配信,,milplus,木曜 12:00 更新
2020-07-16,,配信,,HAPPY!動画,木曜 12:00 更新
2020-07-16,,配信,,TELASA,木曜 12:00 更新
2020-07-16,,配信,,ニコニコ生放送,木曜 23:00 - 23:30
2022-07-02,2022-09-17,放送,毎日放送（製作参加）をはじめとするTBS系列全28局,,土曜 1:25 - 1:55（金曜深夜）
2022-07-02,2022-09-17,放送,BS-TBS,,土曜 2:30 - 3:00（金曜深夜）
2022-07-07,,放送,AT-X,,木曜 21:30 - 22:00
2022-07-02,,配信,,dアニメストア,土曜 2:00（金曜深夜） 更新
2022-07-02,,配信,,ひかりTV,土曜 2:00（金曜深夜） 更新
2022-07-07,,配信,,U-NEXT,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,ABEMA,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,Disney+,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,Netflix,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,Amazon Prime Video,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,アニメ放題,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,バンダイチャンネル,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,Hulu,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,FOD,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,MBS動画イズム,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,GYAO!,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,dTV,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,ニコニコチャンネル,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,TVer,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,ビデオマーケット,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,music.jp,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,GYAO!ストア,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,クランクイン！ビデオ,木曜 2:00（水曜深夜） 更新
2022-07-07,,配信,,DMM.com,木曜 10:00 更新
2022-07-07,,配信,,HAPPY!動画,木曜 12:00 更新
2022-07-07,,配信,,ニコニコ生放送,木曜 22:30 - 23:00
2022-07-08,,配信,,TELASA,金曜 0:00（木曜深夜） 更新
2022-07-08,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜） 更新
2022-07-08,,配信,,milplus,金曜 0:00（木曜深夜） 更新
2022-07-08,,配信,,auスマートパスプレミアム,金曜 0:00（木曜深夜） 更新
2023-07-08,,放送,毎日放送をはじめとするTBS系列全28局,,土曜  1:23 - 1:53（金曜深夜）
