開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-06,2020-12-22,放送,AT-X,,火曜 21:00 - 21:30,2020年10月6日 - 12月22日
2020-10-07,2020-12-23,放送,TOKYO MX,,水曜 0:30 - 1:00（火曜深夜）,2020年10月7日 - 12月23日
2020-10-08,2020-12-24,放送,BS11,,木曜 0:00 - 0:30（水曜深夜）,2020年10月8日 - 12月24日
2020-10-08,2020-12-24,放送,サンテレビ,,木曜 0:30 - 1:00（水曜深夜）,2020年10月8日 - 12月24日
2020-10-08,2020-12-24,放送,KBS京都,,木曜 1:35 - 2:05（水曜深夜）,2020年10月8日 - 12月24日
2020-10-21,,放送,静岡放送,,水曜 2:25 - 2:55（火曜深夜）,2020年10月21日[13] -
2020-10-07,,配信,,Amazonプライム・ビデオ,水曜 0:15頃 更新,2020年10月7日
2020-10-21,,配信,,ニコニコチャンネル,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,GYAO!ストア,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,ひかりTV,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,FOD,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,バンダイチャンネル,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,J:COMオンデマンド,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,TELASA,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,みるプラス,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,U-NEXT,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,TSUTAYA TV,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,DMM.com,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,あにてれ,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,Rakuten TV,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,DMM.com,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,ビデオマーケット,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,HAPPY!動画,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,ムービーフルplus,水曜 0:30 更新,2020年10月21日
2020-10-21,,配信,,クランクイン！ビデオ,水曜 0:30 更新,2020年10月21日
