開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-07-04,2021-09-26,放送,AT-X,,日曜 21:00 - 21:30,2021年7月4日 - 9月26日
2021-07-04,2021-09-26,放送,TOKYO MX,,日曜 23:00 - 23:30,2021年7月4日 - 9月26日
2021-07-05,2021-09-27,放送,BSスカパー！,,月曜 23:30 - 火曜 0:00,2021年7月5日 - 9月27日
2021-07-07,2021-09-29,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）,2021年7月7日 - 9月29日
2021-07-04,,配信,,バンダイチャンネル,日曜 23:30 更新,2021年7月4日
2021-07-04,,配信,,Hulu,日曜 23:30 更新,2021年7月4日
2021-07-04,,配信,,Amazon Prime Video,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,GYAO!ストア,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,TSUTAYA TV,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,DMM.com,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,ニコニコチャンネル,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,HAPPY!動画,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,ひかりTV,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,ビデオマーケット,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,music.jp,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,ムービーフル,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-04,,配信,,Rakuten TV,日曜 23:30 以降順次更新,2021年7月4日以降順次
2021-07-05,,配信,,スカパー！オンデマンド,月曜 23:30 - 火曜 0:00,2021年7月5日
2021-07-10,,配信,,アニメ放題,土曜 12:00 以降順次更新,2021年7月10日以降順次
2021-07-10,,配信,,dアニメストア,土曜 12:00 以降順次更新,2021年7月10日以降順次
2021-07-10,,配信,,dTV,土曜 12:00 以降順次更新,2021年7月10日以降順次
2021-07-10,,配信,,Netflix,土曜 12:00 以降順次更新,2021年7月10日以降順次
2021-07-10,,配信,,U-NEXT,土曜 12:00 以降順次更新,2021年7月10日以降順次
