開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-03,2020-12-26,放送,TOKYO MX,,土曜 22:30 - 23:00,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,KBS京都,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-03,2020-12-26,放送,サンテレビ,,土曜 23:30 - 日曜 0:00,2020年10月3日 - 12月26日
2020-10-05,2020-12-28,放送,BS11,,月曜 0:30 - 1:00（日曜深夜）,2020年10月5日 - 12月28日
2020-10-07,2020-12-30,放送,テレビ北海道,,水曜 1:35 - 2:05（火曜深夜）,2020年10月7日 - 12月30日
2020-10-07,2020-12-30,放送,テレビ愛知,,水曜 1:35 - 2:05（火曜深夜）,2020年10月7日 - 12月30日
2020-10-07,2020-12-30,放送,静岡朝日テレビ,,水曜 1:59 - 2:29（火曜深夜）,2020年10月7日 - 12月30日
2020-10-07,2020-12-30,放送,TVQ九州放送,,水曜 2:35 - 3:05（火曜深夜）,2020年10月7日 - 12月30日
2020-10-03,,配信,,バンダイチャンネル,土曜 22:30 - 23:00,2020年10月3日
2020-10-03,,配信,,LINE LIVE,土曜 22:30 - 23:00,2020年10月3日
2020-10-03,,配信,,YouTube Live,土曜 22:30 - 23:00,2020年10月3日
2020-10-03,,配信,,ニコニコ動画,土曜 22:30 - 23:00,2020年10月3日
2020-10-03,,配信,,ABEMA,土曜 22:30 - 23:00,2020年10月3日
2020-10-03,,配信,,U-NEXT,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,アニメ放題,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,ひかりTV,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,TELASA,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,スマートパスプレミアム,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,Hulu,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,dアニメストア,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,ふらっと動画,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,J:COMオンデマンド,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,milplus,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,Amazonプライム・ビデオ,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,TSUTAYA TV,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,GYAO!ストア,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,Rakuten TV,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,DMM.com,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,Google Play,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,HAPPY!動画,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,ビデオマーケット,土曜 23:00 更新,2020年10月3日
2020-10-03,,配信,,ムービーフルplus,土曜 23:00 更新,2020年10月3日
2022-04-02,2022-06-25,放送,TOKYO MX,,土曜 22:00 - 22:30,2022年4月2日 - 6月25日
2022-04-02,2022-06-25,放送,BS11,,土曜 22:00 - 22:30,2022年4月2日 - 6月25日
2022-04-02,2022-06-25,放送,サンテレビ,,土曜 22:30 - 23:00,2022年4月2日 - 6月25日
2022-04-02,2022-06-25,放送,KBS京都,,土曜 23:00 - 23:30,2022年4月2日 - 6月25日
2022-04-05,2022-06-28,放送,テレビ北海道,,火曜 1:30 - 2:00（月曜深夜）,2022年4月5日 - 6月28日
2022-04-05,2022-06-28,放送,テレビ愛知,,火曜 1:30 - 2:00（月曜深夜）,2022年4月5日 - 6月28日
2022-04-05,2022-06-28,放送,TVQ九州放送,,火曜 2:00 - 2:30（月曜深夜）,2022年4月5日 - 6月28日
2022-04-06,2022-06-29,放送,静岡放送,,水曜 1:55 - 2:25（火曜深夜）,2022年4月6日 - 6月29日
2022-04-02,,配信,,バンダイチャンネル,土曜 22:00 - 22:30,2022年4月2日
2022-04-02,,配信,,LINE LIVE,土曜 22:00 - 22:30,2022年4月2日
2022-04-02,,配信,,YouTube Live,土曜 22:00 - 22:30,2022年4月2日
2022-04-05,,配信,,バンダイチャンネル,12:00以降順次配信,
2022-04-05,,配信,,Hulu,12:00以降順次配信,
2022-04-05,,配信,,dアニメストア,12:00以降順次配信,
2022-04-05,,配信,,U-NEXT,12:00以降順次配信,
2022-04-05,,配信,,アニメ放題,12:00以降順次配信,
2022-04-05,,配信,,ひかりＴＶ,12:00以降順次配信,
2022-04-05,,配信,,TELASA,12:00以降順次配信,
2022-04-05,,配信,,auスマートパスプレミアム,12:00以降順次配信,
2022-04-05,,配信,,J:COMオンデマンドメガパック,12:00以降順次配信,
2022-04-05,,配信,,milplus,12:00以降順次配信,
2022-04-05,,配信,,ニコニコチャンネル,12:00以降順次配信,
2022-04-05,,配信,,FOD,12:00以降順次配信,
2022-04-05,,配信,,Google Play,12:00以降順次配信,
2022-04-05,,配信,,ビデオマーケット,12:00以降順次配信,
2022-04-05,,配信,,ＧＹＡＯ!ストア,12:00以降順次配信,
2022-04-05,,配信,,DMM.com,12:00以降順次配信,
2022-04-05,,配信,,music.jp,12:00以降順次配信,
2022-04-05,,配信,,RakutenTV,12:00以降順次配信,
2022-04-05,,配信,,HAPPY!動画,12:00以降順次配信,
2022-04-05,,配信,,ムービーフルPlus,12:00以降順次配信,
