開始,終了,タイプ,放送局,配信サイト,時間
2014-10-05,2015-03-29,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,日曜 17:00 - 17:30
2015-02-12,2015-07-30,放送,アニマックス,,木曜 19:00 - 19:30
2016-08-28,2016-09-18,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,日曜 17:00 - 17:30
2017-12-23,,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,土曜 6:30 - 7:00
2017-12-24,,放送,TOKYO MX,,日曜 10:30 - 11:00
2018-01-06,2018-06-30,放送,毎日放送（製作局）をはじめとするTBS系列全28局,,土曜 6:30 - 7:00
2018-02-18,2018-07-29,放送,アニマックス,,日曜 19:30 - 20:00
2019-10-09,2020-03-25,放送,テレビ東京系列全6局,,水曜 17:55 - 18:25
2019-10-10,2020-03-26,放送,BSテレ東,,木曜 0:59 - 1:29（水曜深夜）
2020-01-08,2020-06-17,放送,AT-X,,水曜 23:30 - 木曜 0:00
2020-02-22,2020-08-01,放送,熊本放送,,土曜 2:29 - 2:59（金曜深夜）
2020-03-16,2020-03-31,放送,アニマックス,,月曜 - 金曜 21:00 - 22:00
2021-01-13,2021-06-23,放送,テレビ東京系列全6局,,水曜 17:55 - 18:25
2021-01-14,2021-06-24,放送,BSテレ東,,木曜 0:30 - 1:00（水曜深夜）
2021-01-17,2021-06-27,放送,AT-X,,日曜 23:30 - 月曜 0:00
2021-02-15,2021-08-02,放送,アニマックス,,月曜 19:00 - 19:30
2014-10-12,,配信,,GYAO!,日曜 0:00（土曜深夜） 更新
2014-10-12,,配信,,ニコニコ生放送,日曜 0:00 - 0:30（土曜深夜）
2014-10-12,,配信,,ニコニコチャンネル,日曜 0:30（土曜深夜） 更新
2014-10-13,,配信,,バンダイチャンネル,月曜 12:00 更新
2016-08-28,,配信,,TVer,日曜 17:30 更新
2016-08-28,,配信,,GYAO!,日曜 17:30 更新
2016-08-28,,配信,,ニコニコチャンネル,日曜 17:30 更新
2016-08-28,,配信,,バンダイチャンネル,日曜 17:30 更新
2016-08-28,,配信,,ビデオマーケット,日曜 17:30 更新
2016-08-28,,配信,,ニコニコ生放送,日曜 21:00 - 21:30
2016-08-29,,配信,,dTV,月曜 12:00 更新
2016-08-29,,配信,,dアニメストア,月曜 12:00 更新
2016-08-29,,配信,,U-NEXT,月曜 12:00 更新
2016-08-29,,配信,,アニメ放題,月曜 12:00 更新
2016-08-29,,配信,,ゲオチャンネル,月曜 12:00 更新
2016-08-30,,配信,,PlayStation Video,火曜 0:00（月曜深夜） 更新
2016-09-02,,配信,,Netflix,金曜 0:00（木曜深夜） 更新
2018-01-06,,配信,,TVer,土曜 7:00 更新
2018-01-06,,配信,,MBS動画イズム,土曜 7:00 更新
2018-01-13,,配信,,ニコニコ生放送,土曜 12:00 - 12:30
2018-01-13,,配信,,GYAO!,土曜 12:00 更新
2018-01-13,,配信,,dアニメストア,土曜 12:00 更新
2018-01-13,,配信,,dTV,土曜 12:00 更新
2018-01-13,,配信,,Netflix,土曜 12:00 更新
2018-01-13,,配信,,バンダイチャンネル,土曜 12:00 更新
2018-01-13,,配信,,Amazonビデオ,土曜 12:00 更新
2018-01-13,,配信,,U-NEXT,土曜 12:00 更新
2018-01-13,,配信,,ひかりTV,土曜 12:00 更新
2018-01-13,,配信,,アニメ放題,土曜 12:00 更新
2018-01-13,,配信,,ビデオマーケット,土曜 12:00 更新
2018-01-13,,配信,,ニコニコチャンネル,土曜 23:00 更新
2018-04-14,,配信,,Paravi,土曜 更新
2019-10-09,,配信,,dTV,水曜 22:00 更新
2019-10-09,,配信,,dアニメストア,水曜 22:00 更新
2019-10-09,,配信,,TSUTAYA TV,水曜 22:00 更新
2019-10-09,,配信,,Rakuten TV,水曜 22:00 更新
2019-10-09,,配信,,HAPPY!動画,水曜 22:00 更新
2019-10-09,,配信,,ムービーフルplus,水曜 22:00 更新
2019-10-09,,配信,,ニコニコチャンネル,水曜 22:00 更新
2019-10-14,,配信,,あにてれ,月曜 22:00 更新
2019-10-14,,配信,,Paravi,月曜 22:00 更新
2019-10-14,,配信,,Netflix,月曜 22:00 更新
2019-10-14,,配信,,バンダイチャンネル,月曜 22:00 更新
2019-10-14,,配信,,Hulu,月曜 22:00 更新
2019-10-14,,配信,,ビデオパス,月曜 22:00 更新
2019-10-14,,配信,,J:COMオンデマンド メガパック,月曜 22:00 更新
2019-10-14,,配信,,ひかりTV,月曜 22:00 更新
2019-10-14,,配信,,GYAO!,月曜 22:00 更新
2019-10-14,,配信,,AbemaTV,月曜 22:00 更新
2019-10-14,,配信,,U-NEXT,月曜 22:00 更新
2019-10-14,,配信,,ニコニコ生放送[59],月曜 23:30 - 火曜 0:00
2021-01-13,,配信,,Netflix,水曜 18:35 更新
2021-01-13,,配信,,Rakuten TV,水曜 18:35 更新
2021-01-13,,配信,,ニコニコチャンネル,水曜 18:35 更新
2021-01-13,,配信,,クランクイン！ビデオ,水曜 18:35 更新
2021-01-13,,配信,,HAPPY!動画,水曜 18:35 更新
2021-01-13,,配信,,ムービーフルplus,水曜 18:35 更新
2021-01-20,,配信,,dTV,水曜 18:35 更新
2021-01-20,,配信,,バンダイチャンネル,水曜 19:00 更新
2021-01-23,,配信,,あにてれ,土曜 18:35 更新
2021-01-23,,配信,,Paravi,土曜 18:35 更新
2021-01-23,,配信,,ひかりTV,土曜 18:35 更新
2021-01-23,,配信,,GYAO!,土曜 18:35 更新
2021-01-23,,配信,,Hulu,土曜 19:00 更新
2021-01-23,,配信,,TELASA,土曜 19:00 更新
2021-01-23,,配信,,J:COMオンデマンド メガパック,土曜 19:00 更新
2021-01-23,,配信,,auスマートパスプレミアム,土曜 19:00 更新
2021-01-23,,配信,,ニコニコ生放送,土曜 22:00 - 22:30
