開始,終了,タイプ,放送局,配信サイト,時間,期間
2020-10-11,2020-12-27,放送,TOKYO MX,,日曜 0:00 - 0:30（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,とちぎテレビ,,日曜 0:00 - 0:30（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,群馬テレビ,,日曜 0:00 - 0:30（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,BS11,,日曜 0:00 - 0:30（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,メ〜テレ,,日曜 2:30 - 3:00（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,朝日放送テレビ,,日曜 2:30 - 3:00（土曜深夜）,2020年10月11日 - 12月27日
2020-10-11,2020-12-27,放送,AT-X,,日曜 21:00 - 21:30,2020年10月11日 - 12月27日
2020-10-14,2020-12-30,放送,富山テレビ,,水曜 1:05 - 1:35（火曜深夜）,2020年10月14日 - 12月30日
2020-10-17,2021-01-09,放送,山陰放送,,土曜 1:55 - 2:25（金曜深夜）,2020年10月17日 - 2021年1月9日
2020-10-27,2021-01-19,放送,長崎文化放送,,火曜 1:18 - 1:48（月曜深夜）,2020年10月27日 - 2021年1月19日
2020-11-04,,放送,テレビ神奈川,,水曜 1:00 - 1:30（火曜深夜）,2020年11月4日 -
2020-12-30,2020-01-25,放送,テレビ山梨,,木曜 0:40 - 2:40（水曜深夜）  火曜 1:00 - 2:00（月曜深夜）,2020年12月30日 2021年1月4日 - 1月25日
2020-10-11,,配信,,dアニメストア（本店・for Prime Video）,日曜 0:30（土曜深夜） 更新,2020年10月11日
2020-10-11,,配信,,ニコニコチャンネル,日曜 0:30（土曜深夜） 更新,2020年10月11日
2020-10-11,,配信,,ニコニコ生放送,日曜 0:30 - 1:00（土曜深夜）,2020年10月11日
2020-10-13,,配信,,GYAO!,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,ひかりTV,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,バンダイチャンネル,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,J:COMオンデマンド,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,TELASA,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,ビデオマーケット,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,DMM.com,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,music.jp,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,Hulu,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,FOD,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,Netflix,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,U-NEXT,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,アニメ放題,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新,2020年10月13日
2020-10-13,,配信,,ABEMA,火曜 12:00 更新,2020年10月13日
