開始,終了,タイプ,放送局,配信サイト,時間
2018-04-02,2018-06-18,放送,TOKYO MX,,月曜 0:00 - 0:30（日曜深夜）
2018-04-02,2018-06-18,放送,BS11,,月曜 0:00 - 0:30（日曜深夜）
2018-04-02,2018-06-18,放送,関西テレビ,,月曜 1:55 - 2:25（日曜深夜）
2018-04-02,2018-06-18,放送,AT-X,,月曜 23:30 - 火曜 0:00
2018-04-03,2018-06-19,放送,サガテレビ,,火曜 1:25 - 1:55（月曜深夜）
2018-04-03,,配信,,AbemaTV,火曜 23:00 更新
2018-04-07,,配信,,Amazonプライム・ビデオ,土曜 12:00 更新
2018-04-07,,配信,,dアニメストア（本店・ニコニコ支店）,土曜 12:00 更新
2018-04-07,,配信,,Google Play,土曜 12:00 更新
2018-04-07,,配信,,YouTube,土曜 12:00 更新
2018-04-07,,配信,,HAPPY!動画,土曜 12:00 更新
2018-04-07,,配信,,J:COMオンデマンド,土曜 12:00 更新
2018-04-07,,配信,,ビデオパス,土曜 12:00 更新
2018-04-07,,配信,,milplus,土曜 12:00 更新
2018-04-07,,配信,,Rakuten TV,土曜 12:00 更新
2018-04-07,,配信,,TSUTAYA TV,土曜 12:00 更新
2018-04-07,,配信,,アニメ放題,土曜 12:00 更新
2018-04-07,,配信,,U-NEXT,土曜 12:00 更新
2018-04-07,,配信,,ゲオTV,土曜 12:00 更新
2018-04-07,,配信,,バンダイチャンネル,土曜 12:00 更新
2018-04-07,,配信,,ビデオマーケット,土曜 12:00 更新
2018-04-07,,配信,,ふらっと動画,土曜 12:00 更新
2018-04-07,,配信,,GYAO!ストア,土曜 12:00 更新
2018-04-07,,配信,,GYAO!,土曜 12:00 更新
2018-04-07,,配信,,ひかりTV,土曜 12:00 更新
2018-04-07,,配信,,あにてれ,土曜 12:00 更新
2018-04-07,,配信,,ムービーフルPlus,土曜 12:00 更新
2018-04-07,,配信,,ニコニコチャンネル,土曜 12:00 更新
2018-04-07,,配信,,ニコニコ生放送,土曜 22:00 - 22:30
2021-01-05,2021-03-30,放送,TOKYO MX,,火曜 0:00 - 0:30（月曜深夜）
2021-01-05,2021-03-30,放送,BS11,,火曜 0:00 - 0:30（月曜深夜）
2021-01-05,2021-03-30,放送,関西テレビ,,火曜 2:10 - 2:40（月曜深夜）
2021-01-11,2021-04-05,放送,AT-X,,月曜 21:30 - 22:00
2021-01-14,2021-04-08,放送,サガテレビ,,木曜 0:25 - 0:55（水曜深夜）
2021-01-05,,配信,,ABEMA,火曜 12:00 更新
2021-01-05,,配信,,あにてれ,火曜 12:00 更新
2021-01-05,,配信,,アニメ放題,火曜 12:00 更新
2021-01-05,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新
2021-01-05,,配信,,FOD,火曜 12:00 更新
2021-01-05,,配信,,GYAO!,火曜 12:00 更新
2021-01-05,,配信,,Google Play,火曜 12:00 更新
2021-01-05,,配信,,dアニメストア（本店・ニコニコ支店・for Prime Video）,火曜 12:00 更新
2021-01-05,,配信,,DMM.com,火曜 12:00 更新
2021-01-05,,配信,,ニコニコチャンネル,火曜 12:00 更新
2021-01-05,,配信,,バンダイチャンネル,火曜 12:00 更新
2021-01-05,,配信,,ひかりTV,火曜 12:00 更新
2021-01-05,,配信,,ビデオマーケット,火曜 12:00 更新
2021-01-05,,配信,,VIDEX,火曜 12:00 更新
2021-01-05,,配信,,music.jp,火曜 12:00 更新
2021-01-05,,配信,,ムービーフルPlus,火曜 12:00 更新
2021-01-05,,配信,,U-NEXT,火曜 12:00 更新
2021-01-05,,配信,,Rakuten TV,火曜 12:00 更新
2021-01-05,,配信,,TSUTAYA TV,火曜 19:00 更新
2021-01-07,,配信,,ゲオTV,木曜 12:00 更新
2021-01-08,,配信,,カンテレドーガ,金曜 0:00（木曜深夜）更新
2021-01-08,,配信,,J:COMオンデマンド,金曜 0:00（木曜深夜）更新
2021-01-08,,配信,,TVer,金曜 0:00（木曜深夜）更新
2021-01-08,,配信,,TELASA,金曜 0:00（木曜深夜）更新
2021-01-08,,配信,,milplus,金曜 0:00（木曜深夜）更新
2021-01-14,,配信,,ふらっと動画,木曜 12:00 更新
2021-01-15,,配信,,HAPPY!動画,金曜 12:00 更新
