開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-01-10,2021-03-28,放送,TOKYO MX,,日曜 22:00 - 22:30,2021年1月10日 - 3月28日
2021-01-12,2021-03-30,放送,読売テレビ,,火曜 2:59 - 3:29（月曜深夜）,2021年1月12日 - 3月30日
2021-01-13,2021-03-31,放送,BS11,,水曜 0:30 - 1:00（火曜深夜）,2021年1月13日 - 3月31日
2021-03-05,,放送,AT-X,,金曜 23:00 - 23:30,2021年3月5日 -
2021-01-10,,配信,,Amazonプライム・ビデオ,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,あにてれ,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,アニメ放題,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ABEMAビデオ,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,J:COMオンデマンド,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,TELASA,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,dアニメストア,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,dTV,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,Netflix,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,バンダイチャンネル,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ひかりTV,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,Hulu,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,U-NEXT,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,GYAO!ストア,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ココロビデオ,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,TSUTAYA TV,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,DMM.com,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ニコニコチャンネル,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,HAPPY動画,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ビデオマーケット,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,milplus,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,music.jp,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,ムービーフル,日曜 22:30 更新,2021年1月10日
2021-01-10,,配信,,Rakuten TV,日曜 22:30 更新,2021年1月10日
2021-01-15,,配信,,ABEMA,金曜 22:30 - 23:00,2021年1月15日
2021-01-15,,配信,,ニコニコ生放送,金曜 23:00 - 23:30,2021年1月15日
2021-01-16,,配信,,GYAO!,土曜 0:00 - 0:30（金曜深夜）,2021年1月16日
