開始,終了,タイプ,放送局,配信サイト,時間,期間
2021-10-06,2021-12-22,放送,TOKYO MX,,水曜 23:00 - 23:30,2021年10月6日 - 12月22日
2021-10-07,2021-12-23,放送,サンテレビ,,木曜 0:00 - 0:30（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,BS日テレ,,木曜 0:00 - 0:30（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,とちぎテレビ,,木曜 1:00 - 1:30（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,群馬テレビ,,木曜 1:00 - 1:30（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,岡山放送,,木曜 1:15 - 1:45（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,テレビ愛知,,木曜 1:30 - 2:00（水曜深夜）,2021年10月7日 - 12月23日
2021-10-07,2021-12-23,放送,北海道文化放送,,木曜 1:40 - 2:10（水曜深夜）,2021年10月7日 - 12月23日
2021-10-09,2021-12-25,放送,青森放送,,土曜 1:56 - 2:26（金曜深夜）,2021年10月9日 - 12月25日
2021-10-09,2021-12-25,放送,信越放送,,土曜 2:55 - 3:25（金曜深夜）,2021年10月9日 - 12月25日
2021-10-09,2021-12-25,放送,アニマックス,,土曜 20:00 - 20:30,2021年10月9日 - 12月25日
2021-10-06,,配信,,ABEMA,水曜 22:30 - 23:00,2021年10月6日
2021-10-06,,配信,,ニコニコ生放送,水曜 23:00 - 23:30,2021年10月6日
2021-10-06,,配信,,Amazon Prime Video,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,dアニメストア（本店・for Prime Video・ニコニコ支店）,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,Hulu,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,ニコニコチャンネル,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,U-NEXT,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,FOD,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,アニメ放題,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,バンダイチャンネル,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,ひかりTV,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,J:COMオンデマンド,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,TELASA,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,auスマートパスプレミアム,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,みるプラス,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,AnimeFesta,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,GYAO!ストア,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,ビデオマーケット,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,music.jp,水曜 23:00 更新,2021年10月6日
2021-10-06,,配信,,DMM.com,水曜 23:00 更新,2021年10月6日
