開始,終了,タイプ,放送局,配信サイト,時間
2021-01-10,2021-03-21,放送,TOKYO MX,,日曜 0:00 - 0:30（土曜深夜）
2021-01-10,2021-03-21,放送,とちぎテレビ,,日曜 0:00 - 0:30（土曜深夜）
2021-01-10,2021-03-21,放送,群馬テレビ,,日曜 0:00 - 0:30（土曜深夜）
2021-01-10,2021-03-21,放送,BS11,,日曜 0:00 - 0:30（土曜深夜）
2021-01-10,2021-03-21,放送,毎日放送,,日曜 3:08 - 3:38（土曜深夜）
2021-01-10,2021-03-21,放送,AT-X,,日曜 21:30 - 22:00
2021-01-11,2021-03-22,放送,RKB毎日放送,,月曜 1:50 - 2:20（日曜深夜）
2021-01-11,2021-03-22,放送,北海道放送,,月曜 1:55 - 2:25（日曜深夜）
2021-01-13,2021-03-24,放送,テレビ愛知,,水曜 3:05 - 3:35（火曜深夜）
2021-03-20,2021-06-12,放送,山陰放送,,土曜 1:55 - 2:25（金曜深夜）
2021-01-19,,放送,TOKYO MX,,火曜 1:40 - 2:40（月曜深夜）
2021-01-19,,放送,BS11,,火曜 2:00 - 3:00（月曜深夜）
2021-01-19,,放送,毎日放送,,火曜 3:10 - 4:10（月曜深夜）
2021-01-20,,放送,RKB毎日放送,,水曜 1:55 - 2:55（火曜深夜）
2021-01-20,,放送,北海道放送,,月曜 1:55 - 2:25（日曜深夜）
2021-01-22,,放送,AT-X,,金曜 18:00 - 19:00
2021-01-23,,放送,とちぎテレビ,,土曜 1:30 - 2:30（金曜深夜）
2021-01-23,,放送,群馬テレビ,,土曜 1:30 - 2:30（金曜深夜）
2021-01-25,,放送,テレビ愛知,,火曜 3:00 - 4:00（火曜深夜）
2021-01-10,,配信,,ABEMA,日曜 0:00 - 0:30（土曜深夜）
2021-01-10,,配信,,dアニメストア（本店・for Prime Video）,日曜 12:00 更新
2021-01-12,,配信,,ニコニコチャンネル,火曜 12:00 更新
2021-01-12,,配信,,GYAO!,火曜 12:00 更新
2021-01-12,,配信,,バンダイチャンネル,火曜 12:00 更新
2021-01-12,,配信,,Hulu,火曜 12:00 更新
2021-01-12,,配信,,J:COMオンデマンド,火曜 12:00 更新
2021-01-12,,配信,,TELASA,火曜 12:00 更新
2021-01-12,,配信,,ビデオマーケット,火曜 12:00 更新
2021-01-12,,配信,,music.jp,火曜 12:00 更新
2021-01-12,,配信,,ひかりTV,火曜 12:00 更新
2021-01-12,,配信,,FOD,火曜 12:00 更新
2021-01-12,,配信,,Netflix,火曜 12:00 更新
2021-01-12,,配信,,U-NEXT,火曜 12:00 更新
2021-01-12,,配信,,アニメ放題,火曜 12:00 更新
2021-01-12,,配信,,MBS動画イズム,火曜 12:00 更新
2021-01-12,,配信,,TVer,火曜 12:00 更新
2021-01-12,,配信,,Amazonプライム・ビデオ,火曜 12:00 更新
2021-01-12,,配信,,ニコニコ生放送,火曜 23:30 - 水曜 0:00
