開始,終了,タイプ,放送局,配信サイト,時間
2012-10-06,2013-04-06,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2012-10-07,2013-04-07,放送,毎日放送,,日曜 1:58 - 2:28（土曜深夜）
2012-10-09,2013-04-08,放送,RKB毎日放送,,火曜 2:25 - 2:55（月曜深夜）
2012-10-10,2013-04-10,放送,東北放送,,水曜 1:30 - 2:00（火曜深夜）
2012-10-11,2013-04-11,放送,中部日本放送,,木曜 2:30 - 3:00（水曜深夜）
2012-10-13,2013-04-13,放送,BS11,,土曜 0:00 - 0:30（金曜深夜）
2013-01-29,2013-07-30,放送,アニマックス,,火曜 19:30 - 20:00
2012-10-11,,配信,,バンダイチャンネル,木曜 12:00 更新
2012-10-11,,配信,,ニコニコチャンネル,木曜 12:00 更新
2012-10-11,,配信,,ShowTime,木曜 12:00 更新
2012-10-11,,配信,,ニコニコ生放送,木曜 23:00 - 23:30
2012-10-20,,配信,,バンダイチャンネル,土曜 0:00（金曜深夜） 更新
2014-04-05,2014-09-13,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2014-04-06,2014-09-13,放送,毎日放送,,日曜 3:28 - 3:58（土曜深夜）
2014-04-09,2014-09-16,放送,東北放送,,水曜 1:48 - 2:18（火曜深夜）
2014-04-09,2014-09-16,放送,RKB毎日放送,,水曜 2:08 - 2:38（火曜深夜）
2014-04-10,2014-09-17,放送,CBCテレビ,,木曜 2:58 - 3:28（水曜深夜）
2014-04-12,2014-09-20,放送,BS11,,土曜 0:30 - 1:00（金曜深夜）
2014-04-12,2014-09-20,放送,アニマックス,,土曜 23:30 - 日曜 0:00
2020-05-06,2020-06-30,放送,BS日テレ,,火曜 1:00 - 2:00（月曜深夜）火曜 1:06 - 2:00（月曜深夜）
2014-04-10,,配信,,バンダイチャンネル,木曜 12:00 更新
2014-04-10,,配信,,ニコニコチャンネル,木曜 12:00 更新
2014-04-10,,配信,,ニコニコ生放送,木曜 23:00 - 23:30
2015-01-10,2015-06-20,放送,TOKYO MX,,土曜 0:30 - 1:00（金曜深夜）
2015-01-14,2015-06-24,放送,東北放送,,水曜 1:48 - 2:18（火曜深夜）
