開始,終了,タイプ,放送局,配信サイト,時間
2022-01-06,2022-03-24,放送,テレビ東京,,木曜 0:00 - 0:30（水曜深夜）
2022-01-06,2022-03-24,放送,BSテレ東,,木曜 0:30 - 0:59（水曜深夜）
2022-01-06,2022-03-24,放送,AT-X,,木曜 21:00 - 21:30
2022-02-14,,放送,びわ湖放送,,月曜 1:30 - 2:00（日曜深夜）
2022-01-06,,配信,,アニメタイムズ（Amazon Prime Video）,木曜 1:00（水曜深夜） 更新
2022-01-06,,配信,,dTV,木曜 1:00（水曜深夜） 更新
2022-01-06,,配信,,Hulu,木曜 1:00（水曜深夜） 更新
2022-01-10,,配信,,アニメ放題,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,U-NEXT,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,FOD,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,バンダイチャンネル,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,TELASA,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,J:COMオンデマンド,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,auスマートパスプレミアム,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,milplus,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,ABEMA,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,ひかりTV,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,Rakuten TV,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,DMM.com,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,ビデオマーケット,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,GYAO!ストア,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,music.jp,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,ニコニコチャンネル,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,クランクイン！ビデオ,月曜 0:00（日曜深夜） 更新
2022-01-10,,配信,,HAPPY!動画,月曜 12:00 更新
2022-01-10,,配信,,Disney+,月曜 17:00 更新
2022-01-11,,配信,,MOVIEFULL,火曜12:00 更新
2022-07-12,2022-09-27,放送,テレビ東京,,火曜 1:30 - 2:00（月曜深夜）
2022-07-12,2022-09-27,放送,AT-X,,火曜 23:00 - 23:30
2022-07-15,,放送,BSテレ東,,金曜 0:30 - 1:00（木曜深夜）
2022-07-12,,配信,,アニメタイムズ（Amazon Prime Video）,火曜 2:00（水曜深夜） 更新
2022-07-12,,配信,,dTV,火曜 2:00（水曜深夜） 更新
2022-07-12,,配信,,Hulu,火曜 2:00（水曜深夜） 更新
2022-07-16,,配信,,アニメ放題,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,U-NEXT,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,バンダイチャンネル,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,TELASA,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,J:COMオンデマンド,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,auスマートパスプレミアム,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,milplus,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,ひかりTV,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,Disney+,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,ABEMA,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,dアニメストア,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,Rakuten TV,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,DMM.com,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,ビデオマーケット,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,GYAO!ストア,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,music.jp,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,ニコニコチャンネル,土曜 0:00（金曜深夜） 更新
2022-07-16,,配信,,クランクイン！ビデオ,土曜 0:00（金曜深夜） 更新
2022-07-17,,配信,,GYAO!,日曜 12:00 更新
